Ensembl Gene ID,Mus Ensembl Gene ID,Homology Type
ENSMUSG00000046591,ENSMUSG00000046591,ortholog_one2one
ENSMUSG00000024818,ENSMUSG00000024818,ortholog_one2one
ENSMUSG00000026176,ENSMUSG00000026176,ortholog_one2one
ENSMUSG00000079697,ENSMUSG00000079697,ortholog_one2one
ENSMUSG00000025431,ENSMUSG00000025431,ortholog_one2one
ENSMUSG00000014529,ENSMUSG00000014529,ortholog_one2one
ENSMUSG00000060475,ENSMUSG00000060475,ortholog_one2one
ENSMUSG00000047409,ENSMUSG00000047409,ortholog_one2one
ENSMUSG00000052364,ENSMUSG00000052364,ortholog_one2one
ENSMUSG00000023964,ENSMUSG00000023964,ortholog_one2one
ENSMUSG00000062627,ENSMUSG00000062627,ortholog_one2one
ENSMUSG00000078208,ENSMUSG00000078208,ortholog_one2one
ENSMUSG00000066983,ENSMUSG00000066983,ortholog_one2one
ENSMUSG00000060685,ENSMUSG00000060685,ortholog_one2one
ENSMUSG00000034868,ENSMUSG00000034868,ortholog_one2one
ENSMUSG00000029196,ENSMUSG00000029196,ortholog_one2one
ENSMUSG00000034087,ENSMUSG00000034087,ortholog_one2one
ENSMUSG00000002804,ENSMUSG00000002804,ortholog_one2one
ENSMUSG00000053730,ENSMUSG00000053730,ortholog_one2one
ENSMUSG00000072718,ENSMUSG00000072718,ortholog_one2one
ENSMUSG00000040365,ENSMUSG00000040365,ortholog_one2one
ENSMUSG00000020850,ENSMUSG00000020850,ortholog_one2one
ENSMUSG00000006818,ENSMUSG00000006818,ortholog_one2one
ENSMUSG00000022661,ENSMUSG00000022661,ortholog_one2one
ENSMUSG00000011158,ENSMUSG00000011158,ortholog_one2one
ENSMUSG00000045503,ENSMUSG00000045503,ortholog_one2one
ENSMUSG00000021670,ENSMUSG00000021670,ortholog_one2one
ENSMUSG00000039887,ENSMUSG00000039887,ortholog_one2one
ENSMUSG00000071311,ENSMUSG00000071311,ortholog_one2one
ENSMUSG00000024048,ENSMUSG00000024048,ortholog_one2one
ENSMUSG00000059206,ENSMUSG00000059206,ortholog_one2one
ENSMUSG00000050921,ENSMUSG00000050921,ortholog_one2one
ENSMUSG00000053931,ENSMUSG00000053931,ortholog_one2one
ENSMUSG00000031595,ENSMUSG00000031595,ortholog_one2one
ENSMUSG00000023411,ENSMUSG00000023411,ortholog_one2one
ENSMUSG00000028790,ENSMUSG00000028790,ortholog_one2one
ENSMUSG00000026175,ENSMUSG00000026175,ortholog_one2one
ENSMUSG00000095339,ENSMUSG00000095339,ortholog_one2one
ENSMUSG00000055602,ENSMUSG00000055602,ortholog_one2one
ENSMUSG00000041617,ENSMUSG00000041617,ortholog_one2one
ENSMUSG00000050677,ENSMUSG00000050677,ortholog_one2one
ENSMUSG00000078206,ENSMUSG00000078206,ortholog_one2one
ENSMUSG00000039865,ENSMUSG00000039865,ortholog_one2one
ENSMUSG00000054293,ENSMUSG00000054293,ortholog_one2one
ENSMUSG00000090747,ENSMUSG00000090747,ortholog_one2one
ENSMUSG00000054272,ENSMUSG00000054272,ortholog_one2one
ENSMUSG00000050382,ENSMUSG00000050382,ortholog_one2one
ENSMUSG00000028788,ENSMUSG00000028788,ortholog_one2one
ENSMUSG00000067591,ENSMUSG00000067591,ortholog_one2one
ENSMUSG00000069920,ENSMUSG00000069920,ortholog_one2one
ENSMUSG00000035572,ENSMUSG00000035572,ortholog_one2one
ENSMUSG00000039133,ENSMUSG00000039133,ortholog_one2one
ENSMUSG00000020218,ENSMUSG00000020218,ortholog_one2one
ENSMUSG00000078154,ENSMUSG00000078154,ortholog_one2one
ENSMUSG00000031887,ENSMUSG00000031887,ortholog_one2one
ENSMUSG00000051329,ENSMUSG00000051329,ortholog_one2one
ENSMUSG00000028784,ENSMUSG00000028784,ortholog_one2one
ENSMUSG00000035875,ENSMUSG00000035875,ortholog_one2one
ENSMUSG00000073008,ENSMUSG00000073008,ortholog_one2one
ENSMUSG00000037206,ENSMUSG00000037206,ortholog_one2one
ENSMUSG00000030546,ENSMUSG00000030546,ortholog_one2one
ENSMUSG00000090714,ENSMUSG00000090714,ortholog_one2one
ENSMUSG00000033313,ENSMUSG00000033313,ortholog_one2one
ENSMUSG00000040350,ENSMUSG00000040350,ortholog_one2one
ENSMUSG00000044522,ENSMUSG00000044522,ortholog_one2one
ENSMUSG00000074248,ENSMUSG00000074248,ortholog_one2one
ENSMUSG00000030545,ENSMUSG00000030545,ortholog_one2one
ENSMUSG00000028128,ENSMUSG00000028128,ortholog_one2one
ENSMUSG00000025288,ENSMUSG00000025288,ortholog_one2one
ENSMUSG00000024220,ENSMUSG00000024220,ortholog_one2one
ENSMUSG00000052684,ENSMUSG00000052684,ortholog_one2one
ENSMUSG00000035397,ENSMUSG00000035397,ortholog_one2one
ENSMUSG00000025007,ENSMUSG00000025007,ortholog_one2one
ENSMUSG00000095936,ENSMUSG00000095936,ortholog_one2one
ENSMUSG00000042632,ENSMUSG00000042632,ortholog_one2one
ENSMUSG00000046879,ENSMUSG00000046879,ortholog_one2one
ENSMUSG00000029664,ENSMUSG00000029664,ortholog_one2one
ENSMUSG00000020864,ENSMUSG00000020864,ortholog_one2one
ENSMUSG00000003346,ENSMUSG00000003346,ortholog_one2one
ENSMUSG00000033364,ENSMUSG00000033364,ortholog_one2one
ENSMUSG00000039099,ENSMUSG00000039099,ortholog_one2one
ENSMUSG00000024049,ENSMUSG00000024049,ortholog_one2one
ENSMUSG00000038775,ENSMUSG00000038775,ortholog_one2one
ENSMUSG00000001632,ENSMUSG00000001632,ortholog_one2one
ENSMUSG00000035370,ENSMUSG00000035370,ortholog_one2one
ENSMUSG00000044390,ENSMUSG00000044390,ortholog_one2one
ENSMUSG00000030544,ENSMUSG00000030544,ortholog_one2one
ENSMUSG00000036893,ENSMUSG00000036893,ortholog_one2one
ENSMUSG00000070828,ENSMUSG00000070828,ortholog_one2one
ENSMUSG00000031239,ENSMUSG00000031239,ortholog_one2one
ENSMUSG00000030543,ENSMUSG00000030543,ortholog_one2one
ENSMUSG00000060411,ENSMUSG00000060411,ortholog_one2one
ENSMUSG00000078441,ENSMUSG00000078441,ortholog_one2one
ENSMUSG00000028127,ENSMUSG00000028127,ortholog_one2one
ENSMUSG00000040351,ENSMUSG00000040351,ortholog_one2one
ENSMUSG00000095430,ENSMUSG00000095430,ortholog_one2one
ENSMUSG00000024826,ENSMUSG00000024826,ortholog_one2one
ENSMUSG00000051243,ENSMUSG00000051243,ortholog_one2one
ENSMUSG00000026174,ENSMUSG00000026174,ortholog_one2one
ENSMUSG00000003345,ENSMUSG00000003345,ortholog_one2one
ENSMUSG00000051687,ENSMUSG00000051687,ortholog_one2one
ENSMUSG00000039062,ENSMUSG00000039062,ortholog_one2one
ENSMUSG00000045636,ENSMUSG00000045636,ortholog_one2one
ENSMUSG00000071815,ENSMUSG00000071815,ortholog_one2one
ENSMUSG00000031241,ENSMUSG00000031241,ortholog_one2one
ENSMUSG00000047655,ENSMUSG00000047655,ortholog_one2one
ENSMUSG00000072249,ENSMUSG00000072249,ortholog_one2one
ENSMUSG00000045797,ENSMUSG00000045797,ortholog_one2one
ENSMUSG00000033249,ENSMUSG00000033249,ortholog_one2one
ENSMUSG00000043308,ENSMUSG00000043308,ortholog_one2one
ENSMUSG00000029192,ENSMUSG00000029192,ortholog_one2one
ENSMUSG00000047446,ENSMUSG00000047446,ortholog_one2one
ENSMUSG00000045713,ENSMUSG00000045713,ortholog_one2one
ENSMUSG00000024052,ENSMUSG00000024052,ortholog_one2one
ENSMUSG00000063801,ENSMUSG00000063801,ortholog_one2one
ENSMUSG00000075592,ENSMUSG00000075592,ortholog_one2one
ENSMUSG00000038836,ENSMUSG00000038836,ortholog_one2one
ENSMUSG00000039385,ENSMUSG00000039385,ortholog_one2one
ENSMUSG00000095864,ENSMUSG00000095864,ortholog_one2one
ENSMUSG00000012114,ENSMUSG00000012114,ortholog_one2one
ENSMUSG00000010660,ENSMUSG00000010660,ortholog_one2one
ENSMUSG00000039043,ENSMUSG00000039043,ortholog_one2one
ENSMUSG00000079853,ENSMUSG00000079853,ortholog_one2one
ENSMUSG00000061602,ENSMUSG00000061602,ortholog_one2one
ENSMUSG00000043518,ENSMUSG00000043518,ortholog_one2one
ENSMUSG00000021884,ENSMUSG00000021884,ortholog_one2one
ENSMUSG00000027018,ENSMUSG00000027018,ortholog_one2one
ENSMUSG00000000838,ENSMUSG00000000838,ortholog_one2one
ENSMUSG00000002803,ENSMUSG00000002803,ortholog_one2one
ENSMUSG00000096735,ENSMUSG00000096735,ortholog_one2one
ENSMUSG00000097100,ENSMUSG00000097100,ortholog_one2one
ENSMUSG00000057161,ENSMUSG00000057161,ortholog_one2one
ENSMUSG00000040380,ENSMUSG00000040380,ortholog_one2one
ENSMUSG00000048897,ENSMUSG00000048897,ortholog_one2one
ENSMUSG00000029663,ENSMUSG00000029663,ortholog_one2one
ENSMUSG00000021143,ENSMUSG00000021143,ortholog_one2one
ENSMUSG00000002565,ENSMUSG00000002565,ortholog_one2one
ENSMUSG00000016349,ENSMUSG00000016349,ortholog_one2one
ENSMUSG00000094078,ENSMUSG00000094078,ortholog_one2one
ENSMUSG00000043110,ENSMUSG00000043110,ortholog_one2one
ENSMUSG00000032766,ENSMUSG00000032766,ortholog_one2one
ENSMUSG00000058163,ENSMUSG00000058163,ortholog_one2one
ENSMUSG00000058132,ENSMUSG00000058132,ortholog_one2one
ENSMUSG00000067049,ENSMUSG00000067049,ortholog_one2one
ENSMUSG00000020898,ENSMUSG00000020898,ortholog_one2one
ENSMUSG00000047153,ENSMUSG00000047153,ortholog_one2one
ENSMUSG00000052302,ENSMUSG00000052302,ortholog_one2one
ENSMUSG00000066804,ENSMUSG00000066804,ortholog_one2one
ENSMUSG00000090897,ENSMUSG00000090897,ortholog_one2one
ENSMUSG00000040016,ENSMUSG00000040016,ortholog_one2one
ENSMUSG00000016344,ENSMUSG00000016344,ortholog_one2one
ENSMUSG00000092043,ENSMUSG00000092043,ortholog_one2one
ENSMUSG00000022223,ENSMUSG00000022223,ortholog_one2one
ENSMUSG00000032757,ENSMUSG00000032757,ortholog_one2one
ENSMUSG00000095540,ENSMUSG00000095540,ortholog_one2one
ENSMUSG00000048852,ENSMUSG00000048852,ortholog_one2one
ENSMUSG00000030541,ENSMUSG00000030541,ortholog_one2one
ENSMUSG00000028955,ENSMUSG00000028955,ortholog_one2one
ENSMUSG00000020865,ENSMUSG00000020865,ortholog_one2one
ENSMUSG00000012211,ENSMUSG00000012211,ortholog_one2one
ENSMUSG00000036986,ENSMUSG00000036986,ortholog_one2one
ENSMUSG00000066803,ENSMUSG00000066803,ortholog_one2one
ENSMUSG00000093957,ENSMUSG00000093957,ortholog_one2one
ENSMUSG00000030271,ENSMUSG00000030271,ortholog_one2one
ENSMUSG00000073396,ENSMUSG00000073396,ortholog_one2one
ENSMUSG00000028573,ENSMUSG00000028573,ortholog_one2one
ENSMUSG00000078153,ENSMUSG00000078153,ortholog_one2one
ENSMUSG00000028179,ENSMUSG00000028179,ortholog_one2one
ENSMUSG00000034707,ENSMUSG00000034707,ortholog_one2one
ENSMUSG00000078491,ENSMUSG00000078491,ortholog_one2one
ENSMUSG00000028782,ENSMUSG00000028782,ortholog_one2one
ENSMUSG00000027356,ENSMUSG00000027356,ortholog_one2one
ENSMUSG00000023930,ENSMUSG00000023930,ortholog_one2one
ENSMUSG00000034071,ENSMUSG00000034071,ortholog_one2one
ENSMUSG00000073458,ENSMUSG00000073458,ortholog_one2one
ENSMUSG00000069893,ENSMUSG00000069893,ortholog_one2one
ENSMUSG00000038751,ENSMUSG00000038751,ortholog_one2one
ENSMUSG00000059493,ENSMUSG00000059493,ortholog_one2one
ENSMUSG00000090996,ENSMUSG00000090996,ortholog_one2one
ENSMUSG00000040328,ENSMUSG00000040328,ortholog_one2one
ENSMUSG00000038195,ENSMUSG00000038195,ortholog_one2one
ENSMUSG00000039988,ENSMUSG00000039988,ortholog_one2one
ENSMUSG00000030539,ENSMUSG00000030539,ortholog_one2one
ENSMUSG00000039768,ENSMUSG00000039768,ortholog_one2one
ENSMUSG00000017720,ENSMUSG00000017720,ortholog_one2one
ENSMUSG00000022225,ENSMUSG00000022225,ortholog_one2one
ENSMUSG00000032333,ENSMUSG00000032333,ortholog_one2one
ENSMUSG00000024053,ENSMUSG00000024053,ortholog_one2one
ENSMUSG00000038060,ENSMUSG00000038060,ortholog_one2one
ENSMUSG00000068289,ENSMUSG00000068289,ortholog_one2one
ENSMUSG00000014776,ENSMUSG00000014776,ortholog_one2one
ENSMUSG00000032334,ENSMUSG00000032334,ortholog_one2one
ENSMUSG00000030386,ENSMUSG00000030386,ortholog_one2one
ENSMUSG00000040855,ENSMUSG00000040855,ortholog_one2one
ENSMUSG00000017734,ENSMUSG00000017734,ortholog_one2one
ENSMUSG00000047344,ENSMUSG00000047344,ortholog_one2one
ENSMUSG00000027579,ENSMUSG00000027579,ortholog_one2one
ENSMUSG00000038188,ENSMUSG00000038188,ortholog_one2one
ENSMUSG00000014837,ENSMUSG00000014837,ortholog_one2one
ENSMUSG00000030538,ENSMUSG00000030538,ortholog_one2one
ENSMUSG00000022750,ENSMUSG00000022750,ortholog_one2one
ENSMUSG00000027254,ENSMUSG00000027254,ortholog_one2one
ENSMUSG00000008200,ENSMUSG00000008200,ortholog_one2one
ENSMUSG00000079694,ENSMUSG00000079694,ortholog_one2one
ENSMUSG00000036244,ENSMUSG00000036244,ortholog_one2one
ENSMUSG00000000600,ENSMUSG00000000600,ortholog_one2one
ENSMUSG00000025370,ENSMUSG00000025370,ortholog_one2one
ENSMUSG00000015342,ENSMUSG00000015342,ortholog_one2one
ENSMUSG00000026173,ENSMUSG00000026173,ortholog_one2one
ENSMUSG00000043251,ENSMUSG00000043251,ortholog_one2one
ENSMUSG00000047841,ENSMUSG00000047841,ortholog_one2one
ENSMUSG00000021144,ENSMUSG00000021144,ortholog_one2one
ENSMUSG00000030385,ENSMUSG00000030385,ortholog_one2one
ENSMUSG00000029661,ENSMUSG00000029661,ortholog_one2one
ENSMUSG00000023926,ENSMUSG00000023926,ortholog_one2one
ENSMUSG00000066607,ENSMUSG00000066607,ortholog_one2one
ENSMUSG00000053182,ENSMUSG00000053182,ortholog_one2one
ENSMUSG00000050973,ENSMUSG00000050973,ortholog_one2one
ENSMUSG00000019889,ENSMUSG00000019889,ortholog_one2one
ENSMUSG00000010651,ENSMUSG00000010651,ortholog_one2one
ENSMUSG00000014859,ENSMUSG00000014859,ortholog_one2one
ENSMUSG00000078922,ENSMUSG00000078922,ortholog_one2one
ENSMUSG00000096571,ENSMUSG00000096571,ortholog_one2one
ENSMUSG00000054951,ENSMUSG00000054951,ortholog_one2one
ENSMUSG00000073457,ENSMUSG00000073457,ortholog_one2one
ENSMUSG00000063080,ENSMUSG00000063080,ortholog_one2one
ENSMUSG00000071342,ENSMUSG00000071342,ortholog_one2one
ENSMUSG00000091043,ENSMUSG00000091043,ortholog_one2one
ENSMUSG00000035914,ENSMUSG00000035914,ortholog_one2one
ENSMUSG00000045664,ENSMUSG00000045664,ortholog_one2one
ENSMUSG00000096002,ENSMUSG00000096002,ortholog_one2one
ENSMUSG00000057110,ENSMUSG00000057110,ortholog_one2one
ENSMUSG00000052469,ENSMUSG00000052469,ortholog_one2one
ENSMUSG00000014791,ENSMUSG00000014791,ortholog_one2one
ENSMUSG00000045467,ENSMUSG00000045467,ortholog_one2one
ENSMUSG00000074029,ENSMUSG00000074029,ortholog_one2one
ENSMUSG00000074273,ENSMUSG00000074273,ortholog_one2one
ENSMUSG00000022321,ENSMUSG00000022321,ortholog_one2one
ENSMUSG00000015340,ENSMUSG00000015340,ortholog_one2one
ENSMUSG00000024054,ENSMUSG00000024054,ortholog_one2one
ENSMUSG00000098137,ENSMUSG00000098137,ortholog_one2one
ENSMUSG00000096593,ENSMUSG00000096593,ortholog_one2one
ENSMUSG00000047084,ENSMUSG00000047084,ortholog_one2one
ENSMUSG00000030272,ENSMUSG00000030272,ortholog_one2one
ENSMUSG00000017721,ENSMUSG00000017721,ortholog_one2one
ENSMUSG00000024833,ENSMUSG00000024833,ortholog_one2one
ENSMUSG00000027690,ENSMUSG00000027690,ortholog_one2one
ENSMUSG00000022227,ENSMUSG00000022227,ortholog_one2one
ENSMUSG00000001627,ENSMUSG00000001627,ortholog_one2one
ENSMUSG00000038178,ENSMUSG00000038178,ortholog_one2one
ENSMUSG00000031242,ENSMUSG00000031242,ortholog_one2one
ENSMUSG00000061969,ENSMUSG00000061969,ortholog_one2one
ENSMUSG00000070280,ENSMUSG00000070280,ortholog_one2one
ENSMUSG00000079712,ENSMUSG00000079712,ortholog_one2one
ENSMUSG00000091045,ENSMUSG00000091045,ortholog_one2one
ENSMUSG00000045973,ENSMUSG00000045973,ortholog_one2one
ENSMUSG00000030187,ENSMUSG00000030187,ortholog_one2one
ENSMUSG00000030534,ENSMUSG00000030534,ortholog_one2one
ENSMUSG00000028572,ENSMUSG00000028572,ortholog_one2one
ENSMUSG00000038347,ENSMUSG00000038347,ortholog_one2one
ENSMUSG00000023919,ENSMUSG00000023919,ortholog_one2one
ENSMUSG00000055436,ENSMUSG00000055436,ortholog_one2one
ENSMUSG00000073007,ENSMUSG00000073007,ortholog_one2one
ENSMUSG00000074028,ENSMUSG00000074028,ortholog_one2one
ENSMUSG00000020930,ENSMUSG00000020930,ortholog_one2one
ENSMUSG00000071361,ENSMUSG00000071361,ortholog_one2one
ENSMUSG00000069892,ENSMUSG00000069892,ortholog_one2one
ENSMUSG00000090762,ENSMUSG00000090762,ortholog_one2one
ENSMUSG00000049109,ENSMUSG00000049109,ortholog_one2one
ENSMUSG00000031594,ENSMUSG00000031594,ortholog_one2one
ENSMUSG00000047565,ENSMUSG00000047565,ortholog_one2one
ENSMUSG00000062170,ENSMUSG00000062170,ortholog_one2one
ENSMUSG00000021900,ENSMUSG00000021900,ortholog_one2one
ENSMUSG00000002257,ENSMUSG00000002257,ortholog_one2one
ENSMUSG00000078921,ENSMUSG00000078921,ortholog_one2one
ENSMUSG00000023921,ENSMUSG00000023921,ortholog_one2one
ENSMUSG00000040452,ENSMUSG00000040452,ortholog_one2one
ENSMUSG00000032336,ENSMUSG00000032336,ortholog_one2one
ENSMUSG00000070822,ENSMUSG00000070822,ortholog_one2one
ENSMUSG00000012017,ENSMUSG00000012017,ortholog_one2one
ENSMUSG00000040690,ENSMUSG00000040690,ortholog_one2one
ENSMUSG00000033210,ENSMUSG00000033210,ortholog_one2one
ENSMUSG00000022226,ENSMUSG00000022226,ortholog_one2one
ENSMUSG00000042256,ENSMUSG00000042256,ortholog_one2one
ENSMUSG00000071748,ENSMUSG00000071748,ortholog_one2one
ENSMUSG00000039759,ENSMUSG00000039759,ortholog_one2one
ENSMUSG00000073006,ENSMUSG00000073006,ortholog_one2one
ENSMUSG00000056815,ENSMUSG00000056815,ortholog_one2one
ENSMUSG00000043972,ENSMUSG00000043972,ortholog_one2one
ENSMUSG00000057137,ENSMUSG00000057137,ortholog_one2one
ENSMUSG00000078920,ENSMUSG00000078920,ortholog_one2one
ENSMUSG00000093916,ENSMUSG00000093916,ortholog_one2one
ENSMUSG00000031353,ENSMUSG00000031353,ortholog_one2one
ENSMUSG00000030188,ENSMUSG00000030188,ortholog_one2one
ENSMUSG00000044813,ENSMUSG00000044813,ortholog_one2one
ENSMUSG00000057894,ENSMUSG00000057894,ortholog_one2one
ENSMUSG00000090236,ENSMUSG00000090236,ortholog_one2one
ENSMUSG00000046806,ENSMUSG00000046806,ortholog_one2one
ENSMUSG00000021311,ENSMUSG00000021311,ortholog_one2one
ENSMUSG00000031189,ENSMUSG00000031189,ortholog_one2one
ENSMUSG00000047511,ENSMUSG00000047511,ortholog_one2one
ENSMUSG00000036737,ENSMUSG00000036737,ortholog_one2one
ENSMUSG00000041679,ENSMUSG00000041679,ortholog_one2one
ENSMUSG00000078346,ENSMUSG00000078346,ortholog_one2one
ENSMUSG00000023918,ENSMUSG00000023918,ortholog_one2one
ENSMUSG00000050763,ENSMUSG00000050763,ortholog_one2one
ENSMUSG00000091387,ENSMUSG00000091387,ortholog_one2one
ENSMUSG00000025795,ENSMUSG00000025795,ortholog_one2one
ENSMUSG00000070522,ENSMUSG00000070522,ortholog_one2one
ENSMUSG00000061068,ENSMUSG00000061068,ortholog_one2one
ENSMUSG00000050192,ENSMUSG00000050192,ortholog_one2one
ENSMUSG00000048378,ENSMUSG00000048378,ortholog_one2one
ENSMUSG00000031176,ENSMUSG00000031176,ortholog_one2one
ENSMUSG00000052075,ENSMUSG00000052075,ortholog_one2one
ENSMUSG00000039221,ENSMUSG00000039221,ortholog_one2one
ENSMUSG00000075510,ENSMUSG00000075510,ortholog_one2one
ENSMUSG00000027358,ENSMUSG00000027358,ortholog_one2one
ENSMUSG00000026135,ENSMUSG00000026135,ortholog_one2one
ENSMUSG00000092470,ENSMUSG00000092470,ortholog_one2one
ENSMUSG00000063663,ENSMUSG00000063663,ortholog_one2one
ENSMUSG00000042622,ENSMUSG00000042622,ortholog_one2one
ENSMUSG00000014856,ENSMUSG00000014856,ortholog_one2one
ENSMUSG00000041921,ENSMUSG00000041921,ortholog_one2one
ENSMUSG00000074655,ENSMUSG00000074655,ortholog_one2one
ENSMUSG00000022157,ENSMUSG00000022157,ortholog_one2one
ENSMUSG00000027580,ENSMUSG00000027580,ortholog_one2one
ENSMUSG00000031592,ENSMUSG00000031592,ortholog_one2one
ENSMUSG00000017723,ENSMUSG00000017723,ortholog_one2one
ENSMUSG00000022659,ENSMUSG00000022659,ortholog_one2one
ENSMUSG00000058638,ENSMUSG00000058638,ortholog_one2one
ENSMUSG00000058486,ENSMUSG00000058486,ortholog_one2one
ENSMUSG00000047777,ENSMUSG00000047777,ortholog_one2one
ENSMUSG00000041817,ENSMUSG00000041817,ortholog_one2one
ENSMUSG00000002250,ENSMUSG00000002250,ortholog_one2one
ENSMUSG00000020932,ENSMUSG00000020932,ortholog_one2one
ENSMUSG00000032508,ENSMUSG00000032508,ortholog_one2one
ENSMUSG00000017781,ENSMUSG00000017781,ortholog_one2one
ENSMUSG00000040283,ENSMUSG00000040283,ortholog_one2one
ENSMUSG00000038943,ENSMUSG00000038943,ortholog_one2one
ENSMUSG00000057899,ENSMUSG00000057899,ortholog_one2one
ENSMUSG00000037936,ENSMUSG00000037936,ortholog_one2one
ENSMUSG00000074596,ENSMUSG00000074596,ortholog_one2one
ENSMUSG00000040314,ENSMUSG00000040314,ortholog_one2one
ENSMUSG00000060397,ENSMUSG00000060397,ortholog_one2one
ENSMUSG00000014778,ENSMUSG00000014778,ortholog_one2one
ENSMUSG00000027261,ENSMUSG00000027261,ortholog_one2one
ENSMUSG00000052374,ENSMUSG00000052374,ortholog_one2one
ENSMUSG00000028779,ENSMUSG00000028779,ortholog_one2one
ENSMUSG00000061665,ENSMUSG00000061665,ortholog_one2one
ENSMUSG00000020115,ENSMUSG00000020115,ortholog_one2one
ENSMUSG00000049537,ENSMUSG00000049537,ortholog_one2one
ENSMUSG00000025008,ENSMUSG00000025008,ortholog_one2one
ENSMUSG00000009035,ENSMUSG00000009035,ortholog_one2one
ENSMUSG00000059690,ENSMUSG00000059690,ortholog_one2one
ENSMUSG00000029848,ENSMUSG00000029848,ortholog_one2one
ENSMUSG00000022156,ENSMUSG00000022156,ortholog_one2one
ENSMUSG00000003344,ENSMUSG00000003344,ortholog_one2one
ENSMUSG00000026172,ENSMUSG00000026172,ortholog_one2one
ENSMUSG00000014786,ENSMUSG00000014786,ortholog_one2one
ENSMUSG00000074595,ENSMUSG00000074595,ortholog_one2one
ENSMUSG00000035847,ENSMUSG00000035847,ortholog_one2one
ENSMUSG00000074269,ENSMUSG00000074269,ortholog_one2one
ENSMUSG00000034667,ENSMUSG00000034667,ortholog_one2one
ENSMUSG00000054715,ENSMUSG00000054715,ortholog_one2one
ENSMUSG00000028778,ENSMUSG00000028778,ortholog_one2one
ENSMUSG00000032899,ENSMUSG00000032899,ortholog_one2one
ENSMUSG00000040420,ENSMUSG00000040420,ortholog_one2one
ENSMUSG00000038930,ENSMUSG00000038930,ortholog_one2one
ENSMUSG00000040456,ENSMUSG00000040456,ortholog_one2one
ENSMUSG00000003166,ENSMUSG00000003166,ortholog_one2one
ENSMUSG00000057762,ENSMUSG00000057762,ortholog_one2one
ENSMUSG00000022433,ENSMUSG00000022433,ortholog_one2one
ENSMUSG00000060739,ENSMUSG00000060739,ortholog_one2one
ENSMUSG00000063052,ENSMUSG00000063052,ortholog_one2one
ENSMUSG00000051237,ENSMUSG00000051237,ortholog_one2one
ENSMUSG00000045763,ENSMUSG00000045763,ortholog_one2one
ENSMUSG00000063600,ENSMUSG00000063600,ortholog_one2one
ENSMUSG00000059256,ENSMUSG00000059256,ortholog_one2one
ENSMUSG00000020897,ENSMUSG00000020897,ortholog_one2one
ENSMUSG00000056089,ENSMUSG00000056089,ortholog_one2one
ENSMUSG00000014782,ENSMUSG00000014782,ortholog_one2one
ENSMUSG00000029190,ENSMUSG00000029190,ortholog_one2one
ENSMUSG00000032338,ENSMUSG00000032338,ortholog_one2one
ENSMUSG00000036138,ENSMUSG00000036138,ortholog_one2one
ENSMUSG00000006127,ENSMUSG00000006127,ortholog_one2one
ENSMUSG00000047642,ENSMUSG00000047642,ortholog_one2one
ENSMUSG00000012848,ENSMUSG00000012848,ortholog_one2one
ENSMUSG00000035983,ENSMUSG00000035983,ortholog_one2one
ENSMUSG00000033526,ENSMUSG00000033526,ortholog_one2one
ENSMUSG00000037451,ENSMUSG00000037451,ortholog_one2one
ENSMUSG00000040367,ENSMUSG00000040367,ortholog_one2one
ENSMUSG00000028776,ENSMUSG00000028776,ortholog_one2one
ENSMUSG00000017733,ENSMUSG00000017733,ortholog_one2one
ENSMUSG00000048994,ENSMUSG00000048994,ortholog_one2one
ENSMUSG00000073700,ENSMUSG00000073700,ortholog_one2one
ENSMUSG00000026171,ENSMUSG00000026171,ortholog_one2one
ENSMUSG00000029847,ENSMUSG00000029847,ortholog_one2one
ENSMUSG00000055917,ENSMUSG00000055917,ortholog_one2one
ENSMUSG00000033967,ENSMUSG00000033967,ortholog_one2one
ENSMUSG00000030533,ENSMUSG00000030533,ortholog_one2one
ENSMUSG00000034723,ENSMUSG00000034723,ortholog_one2one
ENSMUSG00000024942,ENSMUSG00000024942,ortholog_one2one
ENSMUSG00000029245,ENSMUSG00000029245,ortholog_one2one
ENSMUSG00000045237,ENSMUSG00000045237,ortholog_one2one
ENSMUSG00000070533,ENSMUSG00000070533,ortholog_one2one
ENSMUSG00000073141,ENSMUSG00000073141,ortholog_one2one
ENSMUSG00000054453,ENSMUSG00000054453,ortholog_one2one
ENSMUSG00000004500,ENSMUSG00000004500,ortholog_one2one
ENSMUSG00000032340,ENSMUSG00000032340,ortholog_one2one
ENSMUSG00000015519,ENSMUSG00000015519,ortholog_one2one
ENSMUSG00000051648,ENSMUSG00000051648,ortholog_one2one
ENSMUSG00000023120,ENSMUSG00000023120,ortholog_one2one
ENSMUSG00000051378,ENSMUSG00000051378,ortholog_one2one
ENSMUSG00000023915,ENSMUSG00000023915,ortholog_one2one
ENSMUSG00000035769,ENSMUSG00000035769,ortholog_one2one
ENSMUSG00000073139,ENSMUSG00000073139,ortholog_one2one
ENSMUSG00000030532,ENSMUSG00000030532,ortholog_one2one
ENSMUSG00000060708,ENSMUSG00000060708,ortholog_one2one
ENSMUSG00000055302,ENSMUSG00000055302,ortholog_one2one
ENSMUSG00000033187,ENSMUSG00000033187,ortholog_one2one
ENSMUSG00000039831,ENSMUSG00000039831,ortholog_one2one
ENSMUSG00000007570,ENSMUSG00000007570,ortholog_one2one
ENSMUSG00000022272,ENSMUSG00000022272,ortholog_one2one
