Ensembl.Gene.ID	Human.Paralog.Ensembl.Gene.ID	Paralogs.Number	Ancestor
ENSG00000164129	ENSG00000204174	3	Vertebrata
ENSG00000164129	ENSG00000164128	3	Vertebrata
ENSG00000164129	ENSG00000185149	3	Vertebrata
ENSG00000168970	ENSG00000105499	1	Vertebrata
ENSG00000145990	ENSG00000141098	1	Vertebrata
ENSG00000142789	ENSG00000142615	4	Vertebrata
ENSG00000142789	ENSG00000162438	4	Vertebrata
ENSG00000142789	ENSG00000215704	4	Vertebrata
ENSG00000142789	ENSG00000139610	4	Vertebrata
ENSG00000112038	ENSG00000116329	5	Vertebrata
ENSG00000112038	ENSG00000082556	5	Vertebrata
ENSG00000112038	ENSG00000125510	5	Vertebrata
ENSG00000112038	ENSG00000125522	5	Vertebrata
ENSG00000112038	ENSG00000183729	5	Vertebrata
ENSG00000168067	ENSG00000104814	3	Vertebrata
ENSG00000168067	ENSG00000012983	3	Vertebrata
ENSG00000168067	ENSG00000011566	3	Vertebrata
ENSG00000117472	ENSG00000157570	1	Vertebrata
ENSG00000159217	ENSG00000136231	2	Vertebrata
ENSG00000159217	ENSG00000073792	2	Vertebrata
ENSG00000003137	ENSG00000187553	2	Vertebrata
ENSG00000003137	ENSG00000095596	2	Vertebrata
ENSG00000175592	ENSG00000075426	1	Vertebrata
ENSG00000174498	ENSG00000103742	2	Vertebrata
ENSG00000174498	ENSG00000166450	2	Vertebrata
ENSG00000139370	ENSG00000188991	1	Vertebrata
ENSG00000109458	ENSG00000033327	3	Vertebrata
ENSG00000109458	ENSG00000160219	3	Vertebrata
ENSG00000109458	ENSG00000215568	3	Vertebrata
ENSG00000181541	ENSG00000180660	1	Vertebrata
ENSG00000165548	ENSG00000196187	2	Vertebrata
ENSG00000165548	ENSG00000137216	2	Vertebrata
ENSG00000150054	ENSG00000082126	1	Vertebrata
ENSG00000092871	ENSG00000170633	1	Vertebrata
ENSG00000117016	ENSG00000079841	2	Vertebrata
ENSG00000117016	ENSG00000176406	2	Vertebrata
ENSG00000122375	ENSG00000054277	1	Vertebrata
ENSG00000135597	ENSG00000169891	1	Vertebrata
ENSG00000015532	ENSG00000103489	1	Vertebrata
ENSG00000243156	ENSG00000133816	2	Vertebrata
ENSG00000243156	ENSG00000135596	2	Vertebrata
ENSG00000145416	ENSG00000165406	1	Vertebrata
ENSG00000135144	ENSG00000110042	2	Vertebrata
ENSG00000135144	ENSG00000091073	2	Vertebrata
ENSG00000103742	ENSG00000166450	2	Vertebrata
ENSG00000103742	ENSG00000174498	2	Vertebrata
ENSG00000171462	ENSG00000090932	3	Vertebrata
ENSG00000171462	ENSG00000185559	3	Vertebrata
ENSG00000171462	ENSG00000187957	3	Vertebrata
ENSG00000166856	ENSG00000144476	4	Vertebrata
ENSG00000166856	ENSG00000154165	4	Vertebrata
ENSG00000166856	ENSG00000134817	4	Vertebrata
ENSG00000166856	ENSG00000170128	4	Vertebrata
ENSG00000153922	ENSG00000173575	1	Vertebrata
ENSG00000158258	ENSG00000139182	2	Vertebrata
ENSG00000158258	ENSG00000171603	2	Vertebrata
ENSG00000101197	ENSG00000023445	6	Vertebrata
ENSG00000101197	ENSG00000110330	6	Vertebrata
ENSG00000101197	ENSG00000101966	6	Vertebrata
ENSG00000101197	ENSG00000091106	6	Vertebrata
ENSG00000101197	ENSG00000249437	6	Vertebrata
ENSG00000101197	ENSG00000163098	6	Vertebrata
ENSG00000139517	ENSG00000072201	1	Vertebrata
ENSG00000169047	ENSG00000133124	2	Vertebrata
ENSG00000169047	ENSG00000185950	2	Vertebrata
ENSG00000122367	ENSG00000163110	2	Vertebrata
ENSG00000122367	ENSG00000196923	2	Vertebrata
ENSG00000129925	ENSG00000187616	2	Vertebrata
ENSG00000129925	ENSG00000137103	2	Vertebrata
ENSG00000196353	ENSG00000178773	2	Vertebrata
ENSG00000196353	ENSG00000100884	2	Vertebrata
ENSG00000078269	ENSG00000159082	1	Vertebrata
ENSG00000082212	ENSG00000065833	2	Vertebrata
ENSG00000082212	ENSG00000151376	2	Vertebrata
ENSG00000176871	ENSG00000109046	1	Vertebrata
ENSG00000168398	ENSG00000180772	2	Vertebrata
ENSG00000168398	ENSG00000144891	2	Vertebrata
ENSG00000170382	ENSG00000175928	1	Vertebrata
ENSG00000134121	ENSG00000163531	1	Vertebrata
ENSG00000101198	ENSG00000188580	2	Vertebrata
ENSG00000101198	ENSG00000084628	2	Vertebrata
ENSG00000105221	ENSG00000117020	1	Vertebrata
ENSG00000003756	ENSG00000182872	2	Vertebrata
ENSG00000003756	ENSG00000004534	2	Vertebrata
ENSG00000166415	ENSG00000091157	1	Vertebrata
ENSG00000127328	ENSG00000167994	1	Vertebrata
ENSG00000169057	ENSG00000129071	1	Vertebrata
ENSG00000196431	ENSG00000163499	2	Vertebrata
ENSG00000196431	ENSG00000127377	2	Vertebrata
ENSG00000095627	ENSG00000218819	3	Vertebrata
ENSG00000095627	ENSG00000180113	3	Vertebrata
ENSG00000095627	ENSG00000132972	3	Vertebrata
ENSG00000144036	ENSG00000138190	1	Vertebrata
ENSG00000105329	ENSG00000092969	2	Vertebrata
ENSG00000105329	ENSG00000119699	2	Vertebrata
ENSG00000103202	ENSG00000243678	3	Vertebrata
ENSG00000103202	ENSG00000011052	3	Vertebrata
ENSG00000103202	ENSG00000239672	3	Vertebrata
ENSG00000142945	ENSG00000186638	3	Vertebrata
ENSG00000142945	ENSG00000068796	3	Vertebrata
ENSG00000142945	ENSG00000141200	3	Vertebrata
ENSG00000180957	ENSG00000174238	1	Vertebrata
ENSG00000095370	ENSG00000125731	2	Vertebrata
ENSG00000095370	ENSG00000137936	2	Vertebrata
ENSG00000167258	ENSG00000065883	1	Vertebrata
ENSG00000185149	ENSG00000164129	3	Vertebrata
ENSG00000185149	ENSG00000204174	3	Vertebrata
ENSG00000185149	ENSG00000164128	3	Vertebrata
ENSG00000153147	ENSG00000102038	1	Vertebrata
ENSG00000137766	ENSG00000198722	2	Vertebrata
ENSG00000137766	ENSG00000130477	2	Vertebrata
ENSG00000133789	ENSG00000023892	1	Vertebrata
ENSG00000110675	ENSG00000179387	1	Vertebrata
ENSG00000164211	ENSG00000172345	1	Vertebrata
ENSG00000006016	ENSG00000112964	2	Vertebrata
ENSG00000006016	ENSG00000113494	2	Vertebrata
ENSG00000140450	ENSG00000105643	2	Vertebrata
ENSG00000140450	ENSG00000113369	2	Vertebrata
ENSG00000070886	ENSG00000116106	1	Vertebrata
ENSG00000112419	ENSG00000087495	1	Vertebrata
ENSG00000133812	ENSG00000100241	1	Vertebrata
ENSG00000119778	ENSG00000156802	1	Vertebrata
ENSG00000188089	ENSG00000105499	1	Vertebrata
ENSG00000108001	ENSG00000088881	3	Vertebrata
ENSG00000108001	ENSG00000164330	3	Vertebrata
ENSG00000108001	ENSG00000221818	3	Vertebrata
ENSG00000163219	ENSG00000128805	2	Vertebrata
ENSG00000163219	ENSG00000138639	2	Vertebrata
ENSG00000100739	ENSG00000180772	2	Vertebrata
ENSG00000100739	ENSG00000144891	2	Vertebrata
ENSG00000153822	ENSG00000177807	5	Vertebrata
ENSG00000153822	ENSG00000157551	5	Vertebrata
ENSG00000153822	ENSG00000151704	5	Vertebrata
ENSG00000153822	ENSG00000187486	5	Vertebrata
ENSG00000153822	ENSG00000121361	5	Vertebrata
ENSG00000069696	ENSG00000149295	2	Vertebrata
ENSG00000069696	ENSG00000151577	2	Vertebrata
ENSG00000107651	ENSG00000085788	1	Vertebrata
ENSG00000066739	ENSG00000110046	1	Vertebrata
ENSG00000112242	ENSG00000007968	3	Vertebrata
ENSG00000112242	ENSG00000101412	3	Vertebrata
ENSG00000112242	ENSG00000169016	3	Vertebrata
ENSG00000159337	ENSG00000105499	1	Vertebrata
ENSG00000090565	ENSG00000131242	1	Vertebrata
ENSG00000110660	ENSG00000196376	1	Vertebrata
ENSG00000069974	ENSG00000041353	1	Vertebrata
ENSG00000235863	ENSG00000172318	4	Vertebrata
ENSG00000235863	ENSG00000162630	4	Vertebrata
ENSG00000235863	ENSG00000183778	4	Vertebrata
ENSG00000235863	ENSG00000169255	4	Vertebrata
ENSG00000169031	ENSG00000114270	3	Vertebrata
ENSG00000169031	ENSG00000187498	3	Vertebrata
ENSG00000169031	ENSG00000188153	3	Vertebrata
ENSG00000154478	ENSG00000155269	1	Vertebrata
ENSG00000171532	ENSG00000123307	1	Vertebrata
ENSG00000176624	ENSG00000181588	3	Vertebrata
ENSG00000176624	ENSG00000183496	3	Vertebrata
ENSG00000176624	ENSG00000254726	3	Vertebrata
ENSG00000167487	ENSG00000197705	2	Vertebrata
ENSG00000167487	ENSG00000124743	2	Vertebrata
ENSG00000137221	ENSG00000183092	1	Vertebrata
ENSG00000121898	ENSG00000088882	1	Vertebrata
ENSG00000117984	ENSG00000131400	1	Vertebrata
ENSG00000125447	ENSG00000100083	2	Vertebrata
ENSG00000125447	ENSG00000103365	2	Vertebrata
ENSG00000154920	ENSG00000197774	1	Vertebrata
ENSG00000114120	ENSG00000171612	1	Vertebrata
ENSG00000171094	ENSG00000062524	1	Vertebrata
ENSG00000123374	ENSG00000250506	1	Vertebrata
ENSG00000168907	ENSG00000105499	1	Vertebrata
ENSG00000104059	ENSG00000160767	2	Vertebrata
ENSG00000104059	ENSG00000135063	2	Vertebrata
ENSG00000248483	ENSG00000151615	3	Vertebrata
ENSG00000248483	ENSG00000091010	3	Vertebrata
ENSG00000248483	ENSG00000152192	3	Vertebrata
ENSG00000138448	ENSG00000161638	3	Vertebrata
ENSG00000138448	ENSG00000077943	3	Vertebrata
ENSG00000138448	ENSG00000005961	3	Vertebrata
ENSG00000101203	ENSG00000179403	1	Vertebrata
ENSG00000139197	ENSG00000114757	1	Vertebrata
ENSG00000163531	ENSG00000134121	2	Vertebrata
ENSG00000163531	ENSG00000198910	2	Vertebrata
ENSG00000164741	ENSG00000130052	2	Vertebrata
ENSG00000164741	ENSG00000133121	2	Vertebrata
ENSG00000125779	ENSG00000152782	1	Vertebrata
ENSG00000133216	ENSG00000182580	6	Vertebrata
ENSG00000133216	ENSG00000154928	6	Vertebrata
ENSG00000133216	ENSG00000106123	6	Vertebrata
ENSG00000133216	ENSG00000196411	6	Vertebrata
ENSG00000133216	ENSG00000142627	6	Vertebrata
ENSG00000133216	ENSG00000146904	6	Vertebrata
ENSG00000138709	ENSG00000155506	1	Vertebrata
ENSG00000085365	ENSG00000140497	2	Vertebrata
ENSG00000085365	ENSG00000116521	2	Vertebrata
ENSG00000164142	ENSG00000051009	1	Vertebrata
ENSG00000104067	ENSG00000119139	2	Vertebrata
ENSG00000104067	ENSG00000105289	2	Vertebrata
ENSG00000089041	ENSG00000257950	4	Vertebrata
ENSG00000089041	ENSG00000108405	4	Vertebrata
ENSG00000089041	ENSG00000083454	4	Vertebrata
ENSG00000089041	ENSG00000099957	4	Vertebrata
ENSG00000171017	ENSG00000171492	3	Vertebrata
ENSG00000171017	ENSG00000197147	3	Vertebrata
ENSG00000171017	ENSG00000136802	3	Vertebrata
ENSG00000126500	ENSG00000185070	1	Vertebrata
ENSG00000117013	ENSG00000184156	3	Vertebrata
ENSG00000117013	ENSG00000075043	3	Vertebrata
ENSG00000117013	ENSG00000185760	3	Vertebrata
ENSG00000102080	ENSG00000172765	1	Vertebrata
ENSG00000139508	ENSG00000119457	1	Vertebrata
ENSG00000175115	ENSG00000179364	1	Vertebrata
ENSG00000170921	ENSG00000115183	1	Vertebrata
ENSG00000113368	ENSG00000160789	1	Vertebrata
ENSG00000113263	ENSG00000135605	4	Vertebrata
ENSG00000113263	ENSG00000102010	4	Vertebrata
ENSG00000113263	ENSG00000010671	4	Vertebrata
ENSG00000113263	ENSG00000074966	4	Vertebrata
ENSG00000101236	ENSG00000133874	1	Vertebrata
ENSG00000106483	ENSG00000162998	1	Vertebrata
ENSG00000174437	ENSG00000074370	2	Vertebrata
ENSG00000174437	ENSG00000196296	2	Vertebrata
ENSG00000171219	ENSG00000198752	3	Vertebrata
ENSG00000171219	ENSG00000143776	3	Vertebrata
ENSG00000171219	ENSG00000104936	3	Vertebrata
ENSG00000142959	ENSG00000039987	3	Vertebrata
ENSG00000142959	ENSG00000167995	3	Vertebrata
ENSG00000142959	ENSG00000127325	3	Vertebrata
ENSG00000132938	ENSG00000129422	2	Vertebrata
ENSG00000132938	ENSG00000198624	2	Vertebrata
ENSG00000101204	ENSG00000120903	1	Vertebrata
ENSG00000187323	ENSG00000067141	1	Vertebrata
ENSG00000196664	ENSG00000239732	2	Vertebrata
ENSG00000196664	ENSG00000173366	2	Vertebrata
ENSG00000110031	ENSG00000140682	2	Vertebrata
ENSG00000110031	ENSG00000089159	2	Vertebrata
ENSG00000182242	ENSG00000172765	1	Vertebrata
ENSG00000161509	ENSG00000105464	3	Vertebrata
ENSG00000161509	ENSG00000183454	3	Vertebrata
ENSG00000161509	ENSG00000273079	3	Vertebrata
ENSG00000010270	ENSG00000147465	1	Vertebrata
ENSG00000224226	ENSG00000148429	1	Vertebrata
ENSG00000138190	ENSG00000144036	1	Vertebrata
ENSG00000213079	ENSG00000156304	1	Vertebrata
ENSG00000164440	ENSG00000086712	2	Vertebrata
ENSG00000164440	ENSG00000084652	2	Vertebrata
ENSG00000088826	ENSG00000148832	1	Vertebrata
ENSG00000101916	ENSG00000239732	2	Vertebrata
ENSG00000101916	ENSG00000173366	2	Vertebrata
ENSG00000151952	ENSG00000181291	2	Vertebrata
ENSG00000151952	ENSG00000006118	2	Vertebrata
ENSG00000171016	ENSG00000163348	1	Vertebrata
ENSG00000038295	ENSG00000095587	1	Vertebrata
ENSG00000152034	ENSG00000128285	1	Vertebrata
ENSG00000160439	ENSG00000072042	3	Vertebrata
ENSG00000160439	ENSG00000139988	3	Vertebrata
ENSG00000160439	ENSG00000258466	3	Vertebrata
ENSG00000273294	ENSG00000141668	4	Vertebrata
ENSG00000273294	ENSG00000054803	4	Vertebrata
ENSG00000273294	ENSG00000102924	4	Vertebrata
ENSG00000273294	ENSG00000139899	4	Vertebrata
ENSG00000147526	ENSG00000013810	1	Vertebrata
ENSG00000166450	ENSG00000103742	2	Vertebrata
ENSG00000166450	ENSG00000174498	2	Vertebrata
ENSG00000156510	ENSG00000160883	2	Vertebrata
ENSG00000156510	ENSG00000106633	2	Vertebrata
ENSG00000181790	ENSG00000135298	3	Vertebrata
ENSG00000181790	ENSG00000121753	3	Vertebrata
ENSG00000181790	ENSG00000126759	3	Vertebrata
ENSG00000123700	ENSG00000168135	2	Vertebrata
ENSG00000123700	ENSG00000184185	2	Vertebrata
ENSG00000133302	ENSG00000138376	1	Vertebrata
ENSG00000139514	ENSG00000003989	1	Vertebrata
ENSG00000127578	ENSG00000173714	3	Vertebrata
ENSG00000127578	ENSG00000101446	3	Vertebrata
ENSG00000127578	ENSG00000106927	3	Vertebrata
ENSG00000174996	ENSG00000137171	4	Vertebrata
ENSG00000174996	ENSG00000104892	4	Vertebrata
ENSG00000174996	ENSG00000126214	4	Vertebrata
ENSG00000174996	ENSG00000256500	4	Vertebrata
ENSG00000074755	ENSG00000112659	2	Vertebrata
ENSG00000074755	ENSG00000044090	2	Vertebrata
ENSG00000075043	ENSG00000184156	3	Vertebrata
ENSG00000075043	ENSG00000117013	3	Vertebrata
ENSG00000075043	ENSG00000185760	3	Vertebrata
ENSG00000134046	ENSG00000205718	6	Vertebrata
ENSG00000134046	ENSG00000230522	6	Vertebrata
ENSG00000134046	ENSG00000170948	6	Vertebrata
ENSG00000134046	ENSG00000182315	6	Vertebrata
ENSG00000134046	ENSG00000237247	6	Vertebrata
ENSG00000134046	ENSG00000071655	6	Vertebrata
ENSG00000149781	ENSG00000073712	1	Vertebrata
ENSG00000108798	ENSG00000136754	2	Vertebrata
ENSG00000108798	ENSG00000138443	2	Vertebrata
ENSG00000082196	ENSG00000141668	4	Vertebrata
ENSG00000082196	ENSG00000054803	4	Vertebrata
ENSG00000082196	ENSG00000102924	4	Vertebrata
ENSG00000082196	ENSG00000139899	4	Vertebrata
ENSG00000001617	ENSG00000075223	1	Vertebrata
ENSG00000117362	ENSG00000138613	1	Vertebrata
ENSG00000171873	ENSG00000120907	1	Vertebrata
ENSG00000111540	ENSG00000108774	3	Vertebrata
ENSG00000111540	ENSG00000267261	3	Vertebrata
ENSG00000111540	ENSG00000144566	3	Vertebrata
ENSG00000079277	ENSG00000099875	1	Vertebrata
ENSG00000185254	ENSG00000172765	1	Vertebrata
ENSG00000072041	ENSG00000063127	1	Vertebrata
ENSG00000105664	ENSG00000169231	1	Vertebrata
ENSG00000074696	ENSG00000188921	1	Vertebrata
ENSG00000137409	ENSG00000109919	1	Vertebrata
ENSG00000133805	ENSG00000116748	1	Vertebrata
ENSG00000198759	ENSG00000168743	2	Vertebrata
ENSG00000198759	ENSG00000167992	2	Vertebrata
ENSG00000125207	ENSG00000134627	1	Vertebrata
ENSG00000174871	ENSG00000100528	1	Vertebrata
ENSG00000069869	ENSG00000049759	1	Vertebrata
ENSG00000175093	ENSG00000111671	1	Vertebrata
ENSG00000088179	ENSG00000070159	1	Vertebrata
ENSG00000110046	ENSG00000066739	1	Vertebrata
ENSG00000184144	ENSG00000018236	2	Vertebrata
ENSG00000184144	ENSG00000149972	2	Vertebrata
ENSG00000128487	ENSG00000164877	3	Vertebrata
ENSG00000128487	ENSG00000100014	3	Vertebrata
ENSG00000128487	ENSG00000258555	3	Vertebrata
ENSG00000125398	ENSG00000100146	1	Vertebrata
ENSG00000169129	ENSG00000157510	2	Vertebrata
ENSG00000169129	ENSG00000196526	2	Vertebrata
ENSG00000130598	ENSG00000159173	1	Vertebrata
ENSG00000174851	ENSG00000167645	1	Vertebrata
ENSG00000176896	ENSG00000204219	3	Vertebrata
ENSG00000176896	ENSG00000187735	3	Vertebrata
ENSG00000176896	ENSG00000171703	3	Vertebrata
ENSG00000101265	ENSG00000169435	1	Vertebrata
ENSG00000135090	ENSG00000149930	2	Vertebrata
ENSG00000135090	ENSG00000160551	2	Vertebrata
ENSG00000185774	ENSG00000120049	2	Vertebrata
ENSG00000185774	ENSG00000115041	2	Vertebrata
ENSG00000101210	ENSG00000156508	1	Vertebrata
ENSG00000205726	ENSG00000198399	1	Vertebrata
ENSG00000144583	ENSG00000183654	1	Vertebrata
ENSG00000177191	ENSG00000170340	1	Vertebrata
ENSG00000164674	ENSG00000147041	2	Vertebrata
ENSG00000164674	ENSG00000102362	2	Vertebrata
ENSG00000129493	ENSG00000008869	1	Vertebrata
ENSG00000175470	ENSG00000074211	3	Vertebrata
ENSG00000175470	ENSG00000221914	3	Vertebrata
ENSG00000175470	ENSG00000156475	3	Vertebrata
ENSG00000142961	ENSG00000172081	2	Vertebrata
ENSG00000142961	ENSG00000120162	2	Vertebrata
ENSG00000124813	ENSG00000159216	2	Vertebrata
ENSG00000124813	ENSG00000020633	2	Vertebrata
ENSG00000179292	ENSG00000178233	2	Vertebrata
ENSG00000179292	ENSG00000272442	2	Vertebrata
ENSG00000147862	ENSG00000008441	2	Vertebrata
ENSG00000147862	ENSG00000162599	2	Vertebrata
ENSG00000008283	ENSG00000162144	2	Vertebrata
ENSG00000008283	ENSG00000071967	2	Vertebrata
ENSG00000105223	ENSG00000166428	2	Vertebrata
ENSG00000105223	ENSG00000180287	2	Vertebrata
ENSG00000174791	ENSG00000187994	3	Vertebrata
ENSG00000174791	ENSG00000100599	3	Vertebrata
ENSG00000174791	ENSG00000132669	3	Vertebrata
ENSG00000187553	ENSG00000003137	2	Vertebrata
ENSG00000187553	ENSG00000095596	2	Vertebrata
ENSG00000010017	ENSG00000141084	1	Vertebrata
ENSG00000123405	ENSG00000082641	2	Vertebrata
ENSG00000123405	ENSG00000050344	2	Vertebrata
ENSG00000095596	ENSG00000003137	2	Vertebrata
ENSG00000095596	ENSG00000187553	2	Vertebrata
ENSG00000123600	ENSG00000165055	2	Vertebrata
ENSG00000123600	ENSG00000087995	2	Vertebrata
ENSG00000173960	ENSG00000215114	2	Vertebrata
ENSG00000173960	ENSG00000088833	2	Vertebrata
ENSG00000177675	ENSG00000073754	1	Vertebrata
ENSG00000131748	ENSG00000147465	1	Vertebrata
ENSG00000132155	ENSG00000157764	1	Vertebrata
ENSG00000121853	ENSG00000102539	3	Vertebrata
ENSG00000121853	ENSG00000132911	3	Vertebrata
ENSG00000121853	ENSG00000171596	3	Vertebrata
ENSG00000105281	ENSG00000115902	1	Vertebrata
ENSG00000066135	ENSG00000127663	2	Vertebrata
ENSG00000066135	ENSG00000107077	2	Vertebrata
ENSG00000174744	ENSG00000100916	1	Vertebrata
ENSG00000174448	ENSG00000172345	1	Vertebrata
ENSG00000179593	ENSG00000179477	5	Vertebrata
ENSG00000179593	ENSG00000179148	5	Vertebrata
ENSG00000179593	ENSG00000161905	5	Vertebrata
ENSG00000179593	ENSG00000108839	5	Vertebrata
ENSG00000179593	ENSG00000012779	5	Vertebrata
ENSG00000155744	ENSG00000122591	1	Vertebrata
ENSG00000170340	ENSG00000177191	1	Vertebrata
ENSG00000068971	ENSG00000154001	1	Vertebrata
ENSG00000188385	ENSG00000176049	2	Vertebrata
ENSG00000188385	ENSG00000152969	2	Vertebrata
ENSG00000113594	ENSG00000145623	5	Vertebrata
ENSG00000113594	ENSG00000134352	5	Vertebrata
ENSG00000113594	ENSG00000164509	5	Vertebrata
ENSG00000113594	ENSG00000081985	5	Vertebrata
ENSG00000113594	ENSG00000119535	5	Vertebrata
ENSG00000092820	ENSG00000147065	2	Vertebrata
ENSG00000092820	ENSG00000137710	2	Vertebrata
ENSG00000156515	ENSG00000160883	2	Vertebrata
ENSG00000156515	ENSG00000106633	2	Vertebrata
ENSG00000170324	ENSG00000163629	1	Vertebrata
ENSG00000169499	ENSG00000107679	1	Vertebrata
ENSG00000078053	ENSG00000110934	2	Vertebrata
ENSG00000078053	ENSG00000136717	2	Vertebrata
ENSG00000109738	ENSG00000145451	4	Vertebrata
ENSG00000109738	ENSG00000101958	4	Vertebrata
ENSG00000109738	ENSG00000188828	4	Vertebrata
ENSG00000109738	ENSG00000145888	4	Vertebrata
ENSG00000114349	ENSG00000214415	3	Vertebrata
ENSG00000114349	ENSG00000134183	3	Vertebrata
ENSG00000114349	ENSG00000087258	3	Vertebrata
ENSG00000237441	ENSG00000205517	2	Vertebrata
ENSG00000237441	ENSG00000143344	2	Vertebrata
ENSG00000145794	ENSG00000157890	2	Vertebrata
ENSG00000145794	ENSG00000187800	2	Vertebrata
ENSG00000163635	ENSG00000146776	2	Vertebrata
ENSG00000163635	ENSG00000162650	2	Vertebrata
ENSG00000041353	ENSG00000069974	1	Vertebrata
ENSG00000107863	ENSG00000225485	1	Vertebrata
ENSG00000164867	ENSG00000089250	2	Vertebrata
ENSG00000164867	ENSG00000007171	2	Vertebrata
ENSG00000089057	ENSG00000170482	1	Vertebrata
ENSG00000064655	ENSG00000112319	2	Vertebrata
ENSG00000064655	ENSG00000158161	2	Vertebrata
ENSG00000124766	ENSG00000177732	1	Vertebrata
ENSG00000133069	ENSG00000172765	1	Vertebrata
ENSG00000046653	ENSG00000123560	2	Vertebrata
ENSG00000046653	ENSG00000150625	2	Vertebrata
ENSG00000144959	ENSG00000114771	4	Vertebrata
ENSG00000144959	ENSG00000197953	4	Vertebrata
ENSG00000144959	ENSG00000204518	4	Vertebrata
ENSG00000144959	ENSG00000188984	4	Vertebrata
ENSG00000110042	ENSG00000135144	2	Vertebrata
ENSG00000110042	ENSG00000091073	2	Vertebrata
ENSG00000115966	ENSG00000146592	1	Vertebrata
ENSG00000174669	ENSG00000112759	1	Vertebrata
ENSG00000189120	ENSG00000217236	3	Vertebrata
ENSG00000189120	ENSG00000164651	3	Vertebrata
ENSG00000189120	ENSG00000204335	3	Vertebrata
ENSG00000120318	ENSG00000186635	1	Vertebrata
ENSG00000144331	ENSG00000161642	3	Vertebrata
ENSG00000144331	ENSG00000151789	3	Vertebrata
ENSG00000144331	ENSG00000187595	3	Vertebrata
ENSG00000213398	ENSG00000103066	1	Vertebrata
ENSG00000103978	ENSG00000153214	1	Vertebrata
ENSG00000144369	ENSG00000148468	2	Vertebrata
ENSG00000144369	ENSG00000161682	2	Vertebrata
ENSG00000038945	ENSG00000168079	2	Vertebrata
ENSG00000038945	ENSG00000019169	2	Vertebrata
ENSG00000160408	ENSG00000136840	4	Vertebrata
ENSG00000160408	ENSG00000184005	4	Vertebrata
ENSG00000160408	ENSG00000144057	4	Vertebrata
ENSG00000160408	ENSG00000073849	4	Vertebrata
ENSG00000175928	ENSG00000170382	2	Vertebrata
ENSG00000175928	ENSG00000173114	2	Vertebrata
ENSG00000169641	ENSG00000168386	2	Vertebrata
ENSG00000169641	ENSG00000118407	2	Vertebrata
ENSG00000173511	ENSG00000119630	1	Vertebrata
ENSG00000140983	ENSG00000126858	1	Vertebrata
ENSG00000185271	ENSG00000099910	1	Vertebrata
ENSG00000127124	ENSG00000010818	3	Vertebrata
ENSG00000127124	ENSG00000095951	3	Vertebrata
ENSG00000127124	ENSG00000124203	3	Vertebrata
ENSG00000185303	ENSG00000118004	2	Vertebrata
ENSG00000185303	ENSG00000184374	2	Vertebrata
ENSG00000101892	ENSG00000129244	3	Vertebrata
ENSG00000101892	ENSG00000069849	3	Vertebrata
ENSG00000101892	ENSG00000143153	3	Vertebrata
ENSG00000179546	ENSG00000168830	4	Vertebrata
ENSG00000179546	ENSG00000179097	4	Vertebrata
ENSG00000179546	ENSG00000178394	4	Vertebrata
ENSG00000179546	ENSG00000157219	4	Vertebrata
ENSG00000181449	ENSG00000182968	4	Vertebrata
ENSG00000181449	ENSG00000134595	4	Vertebrata
ENSG00000181449	ENSG00000129194	4	Vertebrata
ENSG00000181449	ENSG00000184895	4	Vertebrata
ENSG00000173486	ENSG00000134285	1	Vertebrata
ENSG00000101958	ENSG00000109738	1	Vertebrata
ENSG00000178075	ENSG00000023171	2	Vertebrata
ENSG00000178075	ENSG00000089351	2	Vertebrata
ENSG00000156103	ENSG00000102996	3	Vertebrata
ENSG00000156103	ENSG00000157227	3	Vertebrata
ENSG00000156103	ENSG00000099953	3	Vertebrata
ENSG00000186998	ENSG00000160963	4	Vertebrata
ENSG00000186998	ENSG00000138080	4	Vertebrata
ENSG00000186998	ENSG00000183798	4	Vertebrata
ENSG00000186998	ENSG00000132205	4	Vertebrata
ENSG00000058063	ENSG00000101974	2	Vertebrata
ENSG00000058063	ENSG00000068650	2	Vertebrata
ENSG00000116039	ENSG00000147416	1	Vertebrata
ENSG00000114353	ENSG00000065135	2	Vertebrata
ENSG00000114353	ENSG00000127955	2	Vertebrata
ENSG00000258052	ENSG00000167994	1	Vertebrata
ENSG00000196924	ENSG00000136068	1	Vertebrata
ENSG00000133704	ENSG00000205339	1	Vertebrata
ENSG00000068305	ENSG00000081189	1	Vertebrata
ENSG00000204217	ENSG00000135409	1	Vertebrata
ENSG00000186281	ENSG00000119927	1	Vertebrata
ENSG00000180616	ENSG00000139874	2	Vertebrata
ENSG00000180616	ENSG00000132671	2	Vertebrata
ENSG00000136840	ENSG00000117069	4	Vertebrata
ENSG00000136840	ENSG00000160408	4	Vertebrata
ENSG00000136840	ENSG00000144057	4	Vertebrata
ENSG00000136840	ENSG00000073849	4	Vertebrata
ENSG00000113532	ENSG00000140557	5	Vertebrata
ENSG00000113532	ENSG00000177511	5	Vertebrata
ENSG00000113532	ENSG00000101638	5	Vertebrata
ENSG00000113532	ENSG00000148488	5	Vertebrata
ENSG00000113532	ENSG00000111728	5	Vertebrata
ENSG00000174516	ENSG00000139946	1	Vertebrata
ENSG00000078579	ENSG00000070388	4	Vertebrata
ENSG00000078579	ENSG00000186895	4	Vertebrata
ENSG00000078579	ENSG00000140285	4	Vertebrata
ENSG00000078579	ENSG00000070193	4	Vertebrata
