Ensembl Gene ID,Macaca Ensembl Gene ID,Homology Type
ENSMUSG00000030443,ENSMMUG00000003257,ortholog_one2one
ENSMUSG00000030555,ENSMMUG00000005224,ortholog_one2one
ENSMUSG00000075097,,
ENSMUSG00000091228,ENSMMUG00000001940,ortholog_one2many
ENSMUSG00000036169,ENSMMUG00000016817,ortholog_one2one
ENSMUSG00000029248,,
ENSMUSG00000075096,,
ENSMUSG00000048721,ENSMMUG00000011007,ortholog_one2one
ENSMUSG00000050288,ENSMMUG00000011038,ortholog_one2one
ENSMUSG00000034269,ENSMMUG00000003943,ortholog_one2one
ENSMUSG00000037601,,
ENSMUSG00000026193,ENSMMUG00000012321,ortholog_one2one
ENSMUSG00000075095,,
ENSMUSG00000091007,,
ENSMUSG00000039512,ENSMMUG00000021712,ortholog_one2one
ENSMUSG00000028799,ENSMMUG00000003267,ortholog_one2one
ENSMUSG00000001323,ENSMMUG00000017518,ortholog_one2one
ENSMUSG00000075094,,
ENSMUSG00000059325,ENSMMUG00000017788,ortholog_one2one
ENSMUSG00000043153,,
ENSMUSG00000056167,ENSMMUG00000006596,ortholog_one2one
ENSMUSG00000058454,ENSMMUG00000011976,ortholog_one2one
ENSMUSG00000022668,ENSMMUG00000014874,ortholog_one2one
ENSMUSG00000075093,,
ENSMUSG00000027487,ENSMMUG00000008470,ortholog_one2one
ENSMUSG00000055150,ENSMMUG00000011083,ortholog_many2many
ENSMUSG00000039530,ENSMMUG00000007068,ortholog_one2one
ENSMUSG00000022241,ENSMMUG00000016224,ortholog_one2one
ENSMUSG00000041000,ENSMMUG00000015097,ortholog_one2one
ENSMUSG00000001642,ENSMMUG00000015523,ortholog_one2many
ENSMUSG00000001642,ENSMMUG00000023211,ortholog_one2many
ENSMUSG00000001642,ENSMMUG00000000771,ortholog_one2many
ENSMUSG00000001642,ENSMMUG00000006126,ortholog_one2many
ENSMUSG00000001642,ENSMMUG00000000917,ortholog_one2many
ENSMUSG00000001642,ENSMMUG00000011985,ortholog_one2many
ENSMUSG00000031872,ENSMMUG00000000027,ortholog_one2one
ENSMUSG00000085858,,
ENSMUSG00000062861,ENSMMUG00000021673,ortholog_one2one
ENSMUSG00000020395,ENSMMUG00000010995,ortholog_one2one
ENSMUSG00000040274,,
ENSMUSG00000053030,,
ENSMUSG00000025044,ENSMMUG00000002296,ortholog_one2one
ENSMUSG00000051455,ENSMMUG00000015047,ortholog_one2one
ENSMUSG00000035824,ENSMMUG00000000029,ortholog_one2one
ENSMUSG00000022667,ENSMMUG00000003199,ortholog_many2many
ENSMUSG00000022667,ENSMMUG00000007843,ortholog_many2many
ENSMUSG00000043932,ENSMMUG00000003587,ortholog_many2many
ENSMUSG00000031085,ENSMMUG00000005019,ortholog_one2one
ENSMUSG00000030554,ENSMMUG00000005220,ortholog_one2one
ENSMUSG00000093536,,
ENSMUSG00000054400,ENSMMUG00000000030,ortholog_one2one
ENSMUSG00000091644,,
ENSMUSG00000045929,,
ENSMUSG00000075092,,
ENSMUSG00000032435,ENSMMUG00000005465,ortholog_one2one
ENSMUSG00000028789,ENSMMUG00000006285,ortholog_one2one
ENSMUSG00000029249,ENSMMUG00000018821,ortholog_one2one
ENSMUSG00000074127,ENSMMUG00000000032,ortholog_one2many
ENSMUSG00000002332,ENSMMUG00000010051,ortholog_one2one
ENSMUSG00000011148,ENSMMUG00000016556,ortholog_one2one
ENSMUSG00000090824,,
ENSMUSG00000033055,ENSMMUG00000015254,ortholog_one2one
ENSMUSG00000005533,ENSMMUG00000012305,ortholog_one2one
ENSMUSG00000032808,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000032808,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000032808,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000048620,,
ENSMUSG00000032434,ENSMMUG00000001443,ortholog_one2one
ENSMUSG00000073652,,
ENSMUSG00000036285,ENSMMUG00000022530,ortholog_one2one
ENSMUSG00000054938,,
ENSMUSG00000038011,ENSMMUG00000009211,ortholog_one2one
ENSMUSG00000058503,ENSMMUG00000019802,ortholog_one2one
ENSMUSG00000031876,ENSMMUG00000029108,ortholog_one2one
ENSMUSG00000028199,ENSMMUG00000014593,ortholog_one2one
ENSMUSG00000096228,,
ENSMUSG00000039395,ENSMMUG00000017963,ortholog_one2one
ENSMUSG00000029095,ENSMMUG00000013984,ortholog_one2one
ENSMUSG00000032436,,
ENSMUSG00000027488,ENSMMUG00000012719,ortholog_one2one
ENSMUSG00000031603,ENSMMUG00000019185,ortholog_one2one
ENSMUSG00000038290,ENSMMUG00000030392,ortholog_one2one
ENSMUSG00000050619,ENSMMUG00000017070,ortholog_one2one
ENSMUSG00000020925,ENSMMUG00000015049,ortholog_one2one
ENSMUSG00000034583,,
ENSMUSG00000078953,,
ENSMUSG00000030553,ENSMMUG00000012309,ortholog_one2one
ENSMUSG00000029250,ENSMMUG00000014008,ortholog_one2one
ENSMUSG00000037541,ENSMMUG00000019736,ortholog_one2many
ENSMUSG00000037541,ENSMMUG00000020606,ortholog_one2many
ENSMUSG00000035785,ENSMMUG00000000032,ortholog_one2many
ENSMUSG00000041012,ENSMMUG00000012675,ortholog_one2one
ENSMUSG00000094854,ENSMMUG00000006876,ortholog_one2many
ENSMUSG00000044991,ENSMMUG00000022345,ortholog_one2many
ENSMUSG00000044991,ENSMMUG00000031988,ortholog_one2many
ENSMUSG00000028792,ENSMMUG00000006284,ortholog_one2one
ENSMUSG00000093877,,
ENSMUSG00000022758,ENSMMUG00000020476,ortholog_one2one
ENSMUSG00000031875,ENSMMUG00000020847,ortholog_one2one
ENSMUSG00000048067,,
ENSMUSG00000096188,ENSMMUG00000020848,ortholog_one2one
ENSMUSG00000059408,,
ENSMUSG00000042659,ENSMMUG00000006488,ortholog_one2one
ENSMUSG00000026189,ENSMMUG00000017964,ortholog_one2one
ENSMUSG00000071158,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000075091,,
ENSMUSG00000031170,ENSMMUG00000016975,ortholog_one2one
ENSMUSG00000056696,,
ENSMUSG00000035770,ENSMMUG00000011268,ortholog_one2one
ENSMUSG00000036144,ENSMMUG00000004976,ortholog_one2one
ENSMUSG00000025746,ENSMMUG00000019983,ortholog_one2one
ENSMUSG00000073460,ENSMMUG00000004181,ortholog_one2one
ENSMUSG00000039478,ENSMMUG00000017992,ortholog_one2one
ENSMUSG00000075090,ENSMMUG00000014958,ortholog_one2one
ENSMUSG00000005774,ENSMMUG00000013172,ortholog_one2one
ENSMUSG00000050627,ENSMMUG00000019696,ortholog_one2one
ENSMUSG00000075089,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000075088,ENSMMUG00000021500,ortholog_one2one
ENSMUSG00000021901,ENSMMUG00000016982,ortholog_one2one
ENSMUSG00000075087,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000008307,,
ENSMUSG00000030551,ENSMMUG00000005430,ortholog_one2one
ENSMUSG00000047407,ENSMMUG00000005086,ortholog_one2one
ENSMUSG00000079584,,
ENSMUSG00000002266,,
ENSMUSG00000025747,ENSMMUG00000004046,ortholog_one2one
ENSMUSG00000075086,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000027012,ENSMMUG00000007301,ortholog_one2one
ENSMUSG00000026188,,
ENSMUSG00000028965,ENSMMUG00000016546,ortholog_one2one
ENSMUSG00000057388,ENSMMUG00000015343,ortholog_one2many
ENSMUSG00000057388,ENSMMUG00000017037,ortholog_one2many
ENSMUSG00000031078,ENSMMUG00000013267,ortholog_one2one
ENSMUSG00000062383,,
ENSMUSG00000022756,ENSMMUG00000011182,ortholog_one2one
ENSMUSG00000075085,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000070511,,
ENSMUSG00000050103,ENSMMUG00000004975,ortholog_one2one
ENSMUSG00000052616,ENSMMUG00000013802,ortholog_one2one
ENSMUSG00000025003,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000025003,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000025003,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000075084,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000014543,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000036357,ENSMMUG00000005605,ortholog_one2one
ENSMUSG00000032776,ENSMMUG00000004787,ortholog_one2one
ENSMUSG00000075083,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000028793,ENSMMUG00000006282,ortholog_one2one
ENSMUSG00000021675,ENSMMUG00000022988,ortholog_one2one
ENSMUSG00000075082,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000026187,ENSMMUG00000031233,ortholog_one2many
ENSMUSG00000026187,ENSMMUG00000001927,ortholog_one2many
ENSMUSG00000036256,ENSMMUG00000014011,ortholog_one2one
ENSMUSG00000027350,ENSMMUG00000013722,ortholog_one2one
ENSMUSG00000078713,ENSMMUG00000017887,ortholog_one2one
ENSMUSG00000075081,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000070509,ENSMMUG00000017381,ortholog_one2one
ENSMUSG00000067860,ENSMMUG00000002023,ortholog_one2one
ENSMUSG00000075080,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000002265,ENSMMUG00000017852,ortholog_one2one
ENSMUSG00000033047,ENSMMUG00000010530,ortholog_one2many
ENSMUSG00000033047,ENSMMUG00000019785,ortholog_one2many
ENSMUSG00000018736,ENSMMUG00000021938,ortholog_one2one
ENSMUSG00000051111,ENSMMUG00000019887,ortholog_one2one
ENSMUSG00000039372,ENSMMUG00000020824,ortholog_one2one
ENSMUSG00000028533,ENSMMUG00000015397,ortholog_one2one
ENSMUSG00000024218,ENSMMUG00000030200,ortholog_one2many
ENSMUSG00000024218,ENSMMUG00000030199,ortholog_one2many
ENSMUSG00000064326,ENSMMUG00000016557,ortholog_one2many
ENSMUSG00000029762,ENSMMUG00000012324,ortholog_many2many
ENSMUSG00000029762,ENSMMUG00000013098,ortholog_many2many
ENSMUSG00000043099,ENSMMUG00000030393,ortholog_one2one
ENSMUSG00000092047,,
ENSMUSG00000066107,ENSMMUG00000017911,ortholog_one2many
ENSMUSG00000028786,ENSMMUG00000017301,ortholog_one2one
ENSMUSG00000033039,ENSMMUG00000021558,ortholog_one2one
ENSMUSG00000038268,,
ENSMUSG00000040875,ENSMMUG00000008610,ortholog_one2one
ENSMUSG00000075079,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000051527,ENSMMUG00000012157,ortholog_one2one
ENSMUSG00000078671,ENSMMUG00000011782,ortholog_one2one
ENSMUSG00000040302,ENSMMUG00000008812,ortholog_one2many
ENSMUSG00000040302,ENSMMUG00000015534,ortholog_one2many
ENSMUSG00000062624,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000062624,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000062624,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000054582,ENSMMUG00000013209,ortholog_one2one
ENSMUSG00000026869,ENSMMUG00000002213,ortholog_one2many
ENSMUSG00000026869,ENSMMUG00000031999,ortholog_one2many
ENSMUSG00000075078,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000070837,ENSMMUG00000000929,ortholog_one2one
ENSMUSG00000050621,,
ENSMUSG00000038533,ENSMMUG00000023541,ortholog_one2one
ENSMUSG00000075077,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000027263,ENSMMUG00000017076,ortholog_one2one
ENSMUSG00000075076,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000001729,ENSMMUG00000001044,ortholog_one2one
ENSMUSG00000062116,,
ENSMUSG00000075075,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000099115,ENSMMUG00000011937,ortholog_one2many
ENSMUSG00000078789,ENSMMUG00000010699,ortholog_one2one
ENSMUSG00000091890,,
ENSMUSG00000078670,ENSMMUG00000022249,ortholog_one2one
ENSMUSG00000074067,,
ENSMUSG00000030173,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000031878,ENSMMUG00000006752,ortholog_one2one
ENSMUSG00000062082,ENSMMUG00000003199,ortholog_many2many
ENSMUSG00000062082,ENSMMUG00000007843,ortholog_many2many
ENSMUSG00000075074,ENSMMUG00000014956,ortholog_one2many
ENSMUSG00000033342,ENSMMUG00000008518,ortholog_one2one
ENSMUSG00000032437,ENSMMUG00000008608,ortholog_one2one
ENSMUSG00000028785,ENSMMUG00000017302,ortholog_one2one
ENSMUSG00000025789,ENSMMUG00000013814,ortholog_one2one
ENSMUSG00000037519,ENSMMUG00000013265,ortholog_one2one
ENSMUSG00000018322,ENSMMUG00000013211,ortholog_one2one
ENSMUSG00000063535,,
ENSMUSG00000020926,ENSMMUG00000029927,ortholog_one2one
ENSMUSG00000074882,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000074882,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000074882,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000042943,ENSMMUG00000019493,ortholog_one2one
ENSMUSG00000001334,ENSMMUG00000000310,ortholog_one2one
ENSMUSG00000020859,ENSMMUG00000022528,ortholog_one2one
ENSMUSG00000045148,,
ENSMUSG00000034538,ENSMMUG00000009290,ortholog_many2many
ENSMUSG00000056600,ENSMMUG00000021482,ortholog_one2many
ENSMUSG00000071262,ENSMMUG00000002656,ortholog_one2many
ENSMUSG00000075073,ENSMMUG00000021501,ortholog_one2one
ENSMUSG00000095377,ENSMMUG00000021482,ortholog_one2many
ENSMUSG00000046180,ENSMMUG00000021348,ortholog_one2one
ENSMUSG00000039354,ENSMMUG00000019539,ortholog_one2one
ENSMUSG00000025004,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000025004,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000025004,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000025790,ENSMMUG00000001740,ortholog_one2one
ENSMUSG00000096477,ENSMMUG00000021482,ortholog_one2many
ENSMUSG00000066838,,
ENSMUSG00000039470,ENSMMUG00000001872,ortholog_one2one
ENSMUSG00000028007,ENSMMUG00000031936,ortholog_one2one
ENSMUSG00000054000,ENSMMUG00000011954,ortholog_one2one
ENSMUSG00000091601,ENSMMUG00000021482,ortholog_one2many
ENSMUSG00000031077,ENSMMUG00000019735,ortholog_one2one
ENSMUSG00000035186,,
ENSMUSG00000024338,ENSMMUG00000011301,ortholog_one2one
ENSMUSG00000038861,ENSMMUG00000013170,ortholog_one2one
ENSMUSG00000056880,ENSMMUG00000010033,ortholog_one2one
ENSMUSG00000043827,ENSMMUG00000021479,ortholog_one2one
ENSMUSG00000028578,ENSMMUG00000006073,ortholog_one2one
ENSMUSG00000031137,ENSMMUG00000030225,ortholog_one2many
ENSMUSG00000031137,ENSMMUG00000012484,ortholog_one2many
ENSMUSG00000061758,ENSMMUG00000012324,ortholog_many2many
ENSMUSG00000061758,ENSMMUG00000013098,ortholog_many2many
ENSMUSG00000046490,ENSMMUG00000008756,ortholog_one2one
ENSMUSG00000049561,,
ENSMUSG00000024219,ENSMMUG00000021718,ortholog_one2one
ENSMUSG00000095730,,
ENSMUSG00000022018,ENSMMUG00000011593,ortholog_one2one
ENSMUSG00000064121,,
ENSMUSG00000021156,ENSMMUG00000021279,ortholog_one2one
ENSMUSG00000032327,ENSMMUG00000001837,ortholog_one2one
ENSMUSG00000070900,,
ENSMUSG00000058802,,
ENSMUSG00000060938,ENSMMUG00000011746,ortholog_one2many
ENSMUSG00000060938,ENSMMUG00000012537,ortholog_one2many
ENSMUSG00000060938,ENSMMUG00000008755,ortholog_one2many
ENSMUSG00000060938,ENSMMUG00000003448,ortholog_one2many
ENSMUSG00000060938,ENSMMUG00000019707,ortholog_one2many
ENSMUSG00000063660,,
ENSMUSG00000020228,ENSMMUG00000016628,ortholog_one2one
ENSMUSG00000053025,ENSMMUG00000008399,ortholog_one2one
ENSMUSG00000086815,,
ENSMUSG00000040928,ENSMMUG00000000308,ortholog_one2one
ENSMUSG00000000605,ENSMMUG00000013635,ortholog_one2one
ENSMUSG00000031138,ENSMMUG00000020064,ortholog_one2one
ENSMUSG00000062168,ENSMMUG00000005066,ortholog_one2one
ENSMUSG00000028577,ENSMMUG00000006074,ortholog_one2one
ENSMUSG00000075072,ENSMMUG00000000371,ortholog_one2one
ENSMUSG00000090176,ENSMMUG00000003199,ortholog_many2many
ENSMUSG00000090176,ENSMMUG00000007843,ortholog_many2many
ENSMUSG00000021671,ENSMMUG00000006146,ortholog_one2one
ENSMUSG00000018209,ENSMMUG00000013212,ortholog_one2one
ENSMUSG00000045287,ENSMMUG00000013761,ortholog_one2one
ENSMUSG00000019027,ENSMMUG00000016974,ortholog_one2one
ENSMUSG00000032440,ENSMMUG00000010031,ortholog_one2one
ENSMUSG00000078161,,
ENSMUSG00000068219,ENSMMUG00000020044,ortholog_many2many
ENSMUSG00000068219,ENSMMUG00000010112,ortholog_many2many
ENSMUSG00000068219,ENSMMUG00000005347,ortholog_many2many
ENSMUSG00000068219,ENSMMUG00000019164,ortholog_many2many
ENSMUSG00000068219,ENSMMUG00000014463,ortholog_many2many
ENSMUSG00000068219,ENSMMUG00000008046,ortholog_many2many
ENSMUSG00000019297,ENSMMUG00000010049,ortholog_one2one
ENSMUSG00000047735,ENSMMUG00000020803,ortholog_one2one
ENSMUSG00000049057,,
ENSMUSG00000033029,ENSMMUG00000021560,ortholog_one2one
ENSMUSG00000033020,ENSMMUG00000006987,ortholog_one2one
ENSMUSG00000016206,ENSMMUG00000032227,ortholog_one2many
ENSMUSG00000031075,ENSMMUG00000019734,ortholog_one2one
ENSMUSG00000035615,ENSMMUG00000005902,ortholog_one2one
ENSMUSG00000044156,ENSMMUG00000004456,ortholog_one2one
ENSMUSG00000026870,,
ENSMUSG00000070847,,
ENSMUSG00000039342,ENSMMUG00000014314,ortholog_one2one
ENSMUSG00000061972,,
ENSMUSG00000092077,ENSMMUG00000010624,ortholog_many2many
ENSMUSG00000036095,ENSMMUG00000020418,ortholog_one2one
ENSMUSG00000031883,ENSMMUG00000006749,ortholog_one2one
ENSMUSG00000091531,ENSMMUG00000005651,ortholog_many2many
ENSMUSG00000046330,ENSMMUG00000019544,ortholog_one2one
ENSMUSG00000040086,ENSMMUG00000019488,ortholog_one2one
ENSMUSG00000005899,ENSMMUG00000006666,ortholog_one2many
ENSMUSG00000005899,ENSMMUG00000005397,ortholog_one2many
ENSMUSG00000037376,ENSMMUG00000013728,ortholog_one2one
ENSMUSG00000096373,,
ENSMUSG00000037979,ENSMMUG00000009212,ortholog_one2one
ENSMUSG00000049618,ENSMMUG00000010624,ortholog_many2many
ENSMUSG00000047117,ENSMMUG00000006145,ortholog_one2one
ENSMUSG00000031139,ENSMMUG00000020066,ortholog_one2one
ENSMUSG00000028811,ENSMMUG00000019746,ortholog_one2one
ENSMUSG00000063188,,
ENSMUSG00000033308,ENSMMUG00000020726,ortholog_one2one
ENSMUSG00000068039,ENSMMUG00000019542,ortholog_one2many
ENSMUSG00000068039,ENSMMUG00000018005,ortholog_one2many
ENSMUSG00000068039,ENSMMUG00000012846,ortholog_one2many
ENSMUSG00000048371,ENSMMUG00000016726,ortholog_one2one
ENSMUSG00000036172,ENSMMUG00000003199,ortholog_many2many
ENSMUSG00000036172,ENSMMUG00000007843,ortholog_many2many
ENSMUSG00000039323,ENSMMUG00000018940,ortholog_one2one
ENSMUSG00000040164,ENSMMUG00000013214,ortholog_one2one
ENSMUSG00000022206,ENSMMUG00000013366,ortholog_one2one
ENSMUSG00000031881,ENSMMUG00000016727,ortholog_one2one
ENSMUSG00000096743,,
ENSMUSG00000059687,,
ENSMUSG00000066406,ENSMMUG00000011251,ortholog_one2one
ENSMUSG00000079215,ENSMMUG00000009213,ortholog_one2one
ENSMUSG00000066092,,
ENSMUSG00000029184,ENSMMUG00000003252,ortholog_one2one
ENSMUSG00000033006,ENSMMUG00000006986,ortholog_one2one
ENSMUSG00000022205,ENSMMUG00000011470,ortholog_one2one
ENSMUSG00000031074,ENSMMUG00000002969,ortholog_one2one
ENSMUSG00000026185,ENSMMUG00000018942,ortholog_one2one
ENSMUSG00000026873,ENSMMUG00000010623,ortholog_one2one
ENSMUSG00000050917,ENSMMUG00000014598,ortholog_one2one
ENSMUSG00000016283,ENSMMUG00000032227,ortholog_one2many
ENSMUSG00000031073,ENSMMUG00000022292,ortholog_one2one
ENSMUSG00000096691,,
ENSMUSG00000031880,ENSMMUG00000016729,ortholog_one2one
ENSMUSG00000026182,,
ENSMUSG00000049149,,
ENSMUSG00000031601,ENSMMUG00000001873,ortholog_one2one
ENSMUSG00000033777,,
ENSMUSG00000037962,ENSMMUG00000023105,ortholog_one2one
ENSMUSG00000092008,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000092008,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000092008,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000040154,ENSMMUG00000013216,ortholog_one2one
ENSMUSG00000068806,,
ENSMUSG00000031879,ENSMMUG00000010919,ortholog_one2one
ENSMUSG00000068218,ENSMMUG00000020044,ortholog_many2many
ENSMUSG00000068218,ENSMMUG00000010112,ortholog_many2many
ENSMUSG00000068218,ENSMMUG00000005347,ortholog_many2many
ENSMUSG00000068218,ENSMMUG00000019164,ortholog_many2many
ENSMUSG00000068218,ENSMMUG00000014463,ortholog_many2many
ENSMUSG00000068218,ENSMMUG00000008046,ortholog_many2many
ENSMUSG00000031072,ENSMMUG00000029989,ortholog_one2many
ENSMUSG00000031072,ENSMMUG00000002369,ortholog_one2many
ENSMUSG00000090894,ENSMMUG00000003255,ortholog_one2many
ENSMUSG00000062070,ENSMMUG00000013725,ortholog_one2many
ENSMUSG00000042894,,
ENSMUSG00000070841,,
ENSMUSG00000020227,ENSMMUG00000016625,ortholog_one2one
ENSMUSG00000068206,ENSMMUG00000002697,ortholog_one2one
ENSMUSG00000042845,ENSMMUG00000013217,ortholog_one2one
ENSMUSG00000014592,ENSMMUG00000018558,ortholog_one2one
ENSMUSG00000042248,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000042248,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000042248,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000055652,ENSMMUG00000011258,ortholog_one2one
ENSMUSG00000000751,ENSMMUG00000002442,ortholog_one2many
ENSMUSG00000000751,ENSMMUG00000011604,ortholog_one2many
ENSMUSG00000090675,ENSMMUG00000003255,ortholog_one2many
ENSMUSG00000061295,ENSMMUG00000021857,ortholog_one2many
ENSMUSG00000050390,ENSMMUG00000019743,ortholog_one2one
ENSMUSG00000019338,ENSMMUG00000013166,ortholog_one2one
ENSMUSG00000070348,ENSMMUG00000002368,ortholog_one2one
ENSMUSG00000037638,ENSMMUG00000001047,ortholog_one2one
ENSMUSG00000021893,ENSMMUG00000006658,ortholog_one2one
ENSMUSG00000051611,,
ENSMUSG00000028576,ENSMMUG00000006076,ortholog_one2one
ENSMUSG00000051313,ENSMMUG00000021857,ortholog_one2many
ENSMUSG00000032921,ENSMMUG00000008750,ortholog_one2one
ENSMUSG00000096399,,
ENSMUSG00000051769,,
ENSMUSG00000055322,ENSMMUG00000013785,ortholog_one2one
ENSMUSG00000005907,,
ENSMUSG00000018211,,
ENSMUSG00000001333,ENSMMUG00000007498,ortholog_one2one
ENSMUSG00000052131,ENSMMUG00000012324,ortholog_many2many
ENSMUSG00000052131,ENSMMUG00000013098,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000020044,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000010112,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000005347,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000019164,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000014463,ortholog_many2many
ENSMUSG00000079705,ENSMMUG00000008046,ortholog_many2many
ENSMUSG00000025754,ENSMMUG00000008495,ortholog_one2one
ENSMUSG00000031293,ENSMMUG00000005065,ortholog_one2one
ENSMUSG00000048677,ENSMMUG00000010784,ortholog_one2one
ENSMUSG00000092292,,
ENSMUSG00000091651,,
ENSMUSG00000022201,ENSMMUG00000001317,ortholog_one2one
ENSMUSG00000042873,ENSMMUG00000001424,ortholog_one2one
ENSMUSG00000062629,,
ENSMUSG00000020401,ENSMMUG00000010994,ortholog_one2one
ENSMUSG00000092413,,
ENSMUSG00000067225,ENSMMUG00000015542,ortholog_many2many
ENSMUSG00000067225,ENSMMUG00000004006,ortholog_many2many
ENSMUSG00000067225,ENSMMUG00000000124,ortholog_many2many
ENSMUSG00000059112,ENSMMUG00000021857,ortholog_one2many
ENSMUSG00000096546,,
ENSMUSG00000057236,ENSMMUG00000009940,ortholog_one2one
ENSMUSG00000075069,,
ENSMUSG00000049420,ENSMMUG00000006374,ortholog_one2one
ENSMUSG00000021668,ENSMMUG00000006144,ortholog_one2one
ENSMUSG00000040132,,
ENSMUSG00000004054,ENSMMUG00000007404,ortholog_one2one
ENSMUSG00000059910,,
ENSMUSG00000039098,,
ENSMUSG00000090892,,
ENSMUSG00000031292,ENSMMUG00000005063,ortholog_one2one
ENSMUSG00000072825,ENSMMUG00000010576,ortholog_one2one
ENSMUSG00000061815,ENSMMUG00000020228,ortholog_one2one
ENSMUSG00000031070,ENSMMUG00000001866,ortholog_one2one
ENSMUSG00000061336,,
ENSMUSG00000075068,,
ENSMUSG00000055730,ENSMMUG00000017445,ortholog_many2many
ENSMUSG00000055730,ENSMMUG00000022825,ortholog_many2many
ENSMUSG00000051354,ENSMMUG00000021499,ortholog_one2one
ENSMUSG00000095286,ENSMMUG00000015366,ortholog_many2many
ENSMUSG00000075067,,
ENSMUSG00000051207,ENSMMUG00000010129,ortholog_one2one
ENSMUSG00000059146,ENSMMUG00000001386,ortholog_one2one
ENSMUSG00000080990,ENSMMUG00000015367,ortholog_one2many
ENSMUSG00000052921,ENSMMUG00000008749,ortholog_one2one
ENSMUSG00000061769,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000075066,ENSMMUG00000005862,ortholog_one2many
ENSMUSG00000020397,ENSMMUG00000010993,ortholog_one2one
ENSMUSG00000059964,ENSMMUG00000015367,ortholog_one2many
ENSMUSG00000091703,,
ENSMUSG00000057572,ENSMMUG00000009939,ortholog_one2one
ENSMUSG00000075065,ENSMMUG00000005862,ortholog_one2many
ENSMUSG00000079852,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000050383,,
ENSMUSG00000075064,,
ENSMUSG00000030269,ENSMMUG00000007808,ortholog_one2one
ENSMUSG00000063994,ENSMMUG00000015367,ortholog_one2many
ENSMUSG00000062949,ENSMMUG00000007234,ortholog_one2one
ENSMUSG00000047242,ENSMMUG00000012875,ortholog_one2one
ENSMUSG00000075063,ENSMMUG00000005862,ortholog_one2many
ENSMUSG00000016998,,
ENSMUSG00000026180,ENSMMUG00000013400,ortholog_one2one
ENSMUSG00000089727,ENSMMUG00000005081,ortholog_one2many
ENSMUSG00000052629,,
ENSMUSG00000024936,ENSMMUG00000007402,ortholog_one2one
ENSMUSG00000050097,ENSMMUG00000017445,ortholog_many2many
ENSMUSG00000050097,ENSMMUG00000022825,ortholog_many2many
ENSMUSG00000039607,ENSMMUG00000004404,ortholog_one2one
ENSMUSG00000031600,,
ENSMUSG00000030612,ENSMMUG00000013658,ortholog_one2one
ENSMUSG00000060017,ENSMMUG00000015367,ortholog_one2many
ENSMUSG00000070844,,
ENSMUSG00000048480,ENSMMUG00000019351,ortholog_one2one
ENSMUSG00000001376,ENSMMUG00000017311,ortholog_one2one
ENSMUSG00000028807,ENSMMUG00000020058,ortholog_one2one
ENSMUSG00000038871,ENSMMUG00000004598,ortholog_one2one
ENSMUSG00000026875,ENSMMUG00000020123,ortholog_one2one
ENSMUSG00000017003,,
