Ensembl Gene ID,Hum Ensembl Gene ID,Homology Type
ENSMUSG00000041560,ENSG00000105373,ortholog_one2one
ENSMUSG00000032530,ENSG00000157093,ortholog_one2one
ENSMUSG00000026207,ENSG00000072195,ortholog_one2one
ENSMUSG00000039110,ENSG00000136449,ortholog_one2one
ENSMUSG00000058550,ENSG00000121570,ortholog_one2many
ENSMUSG00000024786,ENSG00000168070,ortholog_one2one
ENSMUSG00000054498,ENSG00000169214,ortholog_one2one
ENSMUSG00000035811,ENSG00000171234,ortholog_many2many
ENSMUSG00000055610,ENSG00000241128,ortholog_one2many
ENSMUSG00000031901,ENSG00000167264,ortholog_one2one
ENSMUSG00000000296,ENSG00000111907,ortholog_one2one
ENSMUSG00000083695,,
ENSMUSG00000055571,ENSG00000241128,ortholog_one2many
ENSMUSG00000044071,ENSG00000198673,ortholog_one2one
ENSMUSG00000029126,ENSG00000168824,ortholog_one2one
ENSMUSG00000097786,,
ENSMUSG00000027246,ENSG00000128886,ortholog_one2one
ENSMUSG00000062426,ENSG00000241128,ortholog_one2many
ENSMUSG00000096115,,
ENSMUSG00000039608,,
ENSMUSG00000023057,ENSG00000145384,ortholog_one2one
ENSMUSG00000020219,ENSG00000099800,ortholog_one2one
ENSMUSG00000056529,ENSG00000169403,ortholog_one2one
ENSMUSG00000031367,ENSG00000182287,ortholog_one2one
ENSMUSG00000024069,ENSG00000152683,ortholog_one2one
ENSMUSG00000074364,ENSG00000024422,ortholog_one2one
ENSMUSG00000061549,ENSG00000177174,ortholog_one2many
ENSMUSG00000032528,ENSG00000114812,ortholog_one2one
ENSMUSG00000049396,ENSG00000179409,ortholog_one2one
ENSMUSG00000074771,ENSG00000132623,ortholog_one2one
ENSMUSG00000045538,ENSG00000182810,ortholog_one2one
ENSMUSG00000014763,ENSG00000112584,ortholog_one2one
ENSMUSG00000020168,ENSG00000177174,ortholog_one2many
ENSMUSG00000025527,ENSG00000184788,ortholog_one2one
ENSMUSG00000037661,ENSG00000173890,ortholog_one2one
ENSMUSG00000062878,ENSG00000241128,ortholog_one2many
ENSMUSG00000038057,,
ENSMUSG00000020102,ENSG00000118596,ortholog_one2one
ENSMUSG00000057067,ENSG00000177174,ortholog_one2many
ENSMUSG00000031902,ENSG00000072736,ortholog_one2one
ENSMUSG00000029127,ENSG00000168826,ortholog_one2one
ENSMUSG00000025528,,
ENSMUSG00000059319,ENSG00000177174,ortholog_one2many
ENSMUSG00000078590,,
ENSMUSG00000020890,ENSG00000132518,ortholog_one2one
ENSMUSG00000054091,ENSG00000164096,ortholog_one2one
ENSMUSG00000021913,ENSG00000197444,ortholog_one2one
ENSMUSG00000062042,ENSG00000241128,ortholog_one2many
ENSMUSG00000063760,ENSG00000146373,ortholog_one2one
ENSMUSG00000062075,ENSG00000176619,ortholog_one2one
ENSMUSG00000050424,ENSG00000198883,ortholog_one2one
ENSMUSG00000063394,ENSG00000177174,ortholog_one2many
ENSMUSG00000062252,ENSG00000197753,ortholog_one2one
ENSMUSG00000069671,ENSG00000188580,ortholog_one2one
ENSMUSG00000070704,ENSG00000197888,ortholog_many2many
ENSMUSG00000060688,ENSG00000177174,ortholog_one2many
ENSMUSG00000069670,,
ENSMUSG00000046287,ENSG00000183837,ortholog_one2one
ENSMUSG00000039096,ENSG00000136444,ortholog_one2one
ENSMUSG00000039701,ENSG00000145390,ortholog_one2one
ENSMUSG00000032652,ENSG00000111269,ortholog_one2one
ENSMUSG00000070808,ENSG00000063169,ortholog_one2one
ENSMUSG00000061536,ENSG00000093183,ortholog_one2one
ENSMUSG00000019787,ENSG00000186439,ortholog_one2one
ENSMUSG00000079845,ENSG00000139351,ortholog_one2many
ENSMUSG00000034255,ENSG00000159314,ortholog_one2one
ENSMUSG00000072419,ENSG00000163530,ortholog_one2one
ENSMUSG00000084128,ENSG00000103067,ortholog_one2one
ENSMUSG00000046110,ENSG00000184716,ortholog_one2one
ENSMUSG00000001773,ENSG00000086205,ortholog_one2one
ENSMUSG00000032526,ENSG00000008324,ortholog_one2one
ENSMUSG00000039849,ENSG00000100982,ortholog_one2one
ENSMUSG00000002588,ENSG00000005421,ortholog_one2one
ENSMUSG00000038046,ENSG00000171861,ortholog_one2one
ENSMUSG00000026880,ENSG00000148175,ortholog_one2one
ENSMUSG00000025529,ENSG00000147180,ortholog_one2one
ENSMUSG00000027582,ENSG00000197114,ortholog_one2many
ENSMUSG00000027582,ENSG00000273154,ortholog_one2many
ENSMUSG00000032641,ENSG00000183150,ortholog_one2one
ENSMUSG00000039585,ENSG00000066933,ortholog_one2one
ENSMUSG00000028886,ENSG00000158161,ortholog_one2one
ENSMUSG00000026975,ENSG00000148399,ortholog_one2one
ENSMUSG00000078796,ENSG00000118156,ortholog_one2one
ENSMUSG00000000325,ENSG00000099889,ortholog_one2one
ENSMUSG00000014769,ENSG00000008018,ortholog_one2one
ENSMUSG00000020105,ENSG00000139263,ortholog_one2one
ENSMUSG00000031903,ENSG00000103066,ortholog_one2one
ENSMUSG00000090949,,
ENSMUSG00000076435,ENSG00000167107,ortholog_one2one
ENSMUSG00000078302,ENSG00000251493,ortholog_one2one
ENSMUSG00000025154,ENSG00000269891,ortholog_one2many
ENSMUSG00000025154,ENSG00000213390,ortholog_one2many
ENSMUSG00000031904,ENSG00000103064,ortholog_one2one
ENSMUSG00000057836,ENSG00000139351,ortholog_one2many
ENSMUSG00000092116,,
ENSMUSG00000091962,,
ENSMUSG00000025436,ENSG00000166896,ortholog_one2one
ENSMUSG00000054630,ENSG00000109181,ortholog_many2many
ENSMUSG00000054630,ENSG00000271271,ortholog_many2many
ENSMUSG00000046082,ENSG00000164325,ortholog_one2one
ENSMUSG00000004865,ENSG00000096063,ortholog_one2one
ENSMUSG00000006024,ENSG00000105402,ortholog_one2one
ENSMUSG00000090362,,
ENSMUSG00000015711,ENSG00000143363,ortholog_one2one
ENSMUSG00000057425,ENSG00000213759,ortholog_many2many
ENSMUSG00000020952,ENSG00000092108,ortholog_one2one
ENSMUSG00000033106,ENSG00000103061,ortholog_one2one
ENSMUSG00000029759,ENSG00000105852,ortholog_one2one
ENSMUSG00000039193,ENSG00000091106,ortholog_one2one
ENSMUSG00000034607,ENSG00000124429,ortholog_one2one
ENSMUSG00000014767,ENSG00000112592,ortholog_one2one
ENSMUSG00000008035,ENSG00000165175,ortholog_one2one
ENSMUSG00000052485,ENSG00000157111,ortholog_one2one
ENSMUSG00000033021,ENSG00000144591,ortholog_one2one
ENSMUSG00000067367,ENSG00000145220,ortholog_one2one
ENSMUSG00000035780,ENSG00000135220,ortholog_one2one
ENSMUSG00000020844,ENSG00000167693,ortholog_one2one
ENSMUSG00000078429,ENSG00000175215,ortholog_one2one
ENSMUSG00000060098,ENSG00000132600,ortholog_one2one
ENSMUSG00000024072,ENSG00000119820,ortholog_one2one
ENSMUSG00000006021,ENSG00000118162,ortholog_one2one
ENSMUSG00000028116,ENSG00000172399,ortholog_one2one
ENSMUSG00000024784,ENSG00000149735,ortholog_one2one
ENSMUSG00000040123,ENSG00000132950,ortholog_one2one
ENSMUSG00000022652,ENSG00000114487,ortholog_one2one
ENSMUSG00000037752,ENSG00000158156,ortholog_one2one
ENSMUSG00000031370,ENSG00000212643,ortholog_many2many
ENSMUSG00000031370,ENSG00000169249,ortholog_many2many
ENSMUSG00000032525,ENSG00000114857,ortholog_one2one
ENSMUSG00000072473,ENSG00000178645,ortholog_one2one
ENSMUSG00000030562,ENSG00000086991,ortholog_one2one
ENSMUSG00000022240,ENSG00000169862,ortholog_one2one
ENSMUSG00000029436,ENSG00000198598,ortholog_one2one
ENSMUSG00000095208,,
ENSMUSG00000021919,ENSG00000070748,ortholog_one2one
ENSMUSG00000096121,,
ENSMUSG00000028885,ENSG00000130768,ortholog_one2one
ENSMUSG00000024777,ENSG00000068971,ortholog_one2one
ENSMUSG00000058328,ENSG00000139351,ortholog_one2many
ENSMUSG00000030775,ENSG00000163519,ortholog_one2one
ENSMUSG00000040464,ENSG00000105793,ortholog_one2one
ENSMUSG00000041685,ENSG00000157107,ortholog_one2one
ENSMUSG00000096097,,
ENSMUSG00000057244,,
ENSMUSG00000039084,ENSG00000136457,ortholog_one2one
ENSMUSG00000054051,ENSG00000225830,ortholog_one2one
ENSMUSG00000087166,ENSG00000240563,ortholog_one2one
ENSMUSG00000025432,ENSG00000135407,ortholog_one2one
ENSMUSG00000030376,ENSG00000118160,ortholog_one2one
ENSMUSG00000033007,ENSG00000072182,ortholog_one2one
ENSMUSG00000028884,ENSG00000117748,ortholog_one2one
ENSMUSG00000067771,,
ENSMUSG00000051034,ENSG00000187187,ortholog_many2many
ENSMUSG00000020381,ENSG00000161010,ortholog_one2one
ENSMUSG00000020869,ENSG00000108829,ortholog_one2one
ENSMUSG00000037652,ENSG00000173889,ortholog_one2one
ENSMUSG00000074884,ENSG00000205572,ortholog_many2many
ENSMUSG00000021945,ENSG00000121741,ortholog_one2one
ENSMUSG00000020843,ENSG00000177370,ortholog_one2one
ENSMUSG00000035407,ENSG00000132854,ortholog_one2one
ENSMUSG00000032782,ENSG00000170037,ortholog_one2one
ENSMUSG00000013419,ENSG00000114853,ortholog_one2one
ENSMUSG00000004651,ENSG00000077498,ortholog_one2one
ENSMUSG00000034219,ENSG00000154997,ortholog_one2one
ENSMUSG00000041730,ENSG00000165606,ortholog_one2one
ENSMUSG00000003031,ENSG00000111276,ortholog_one2one
ENSMUSG00000073794,,
ENSMUSG00000039055,ENSG00000154920,ortholog_one2one
ENSMUSG00000071745,,
ENSMUSG00000074001,ENSG00000157119,ortholog_one2one
ENSMUSG00000096144,,
ENSMUSG00000014771,ENSG00000071994,ortholog_one2one
ENSMUSG00000037731,ENSG00000130775,ortholog_one2one
ENSMUSG00000015837,ENSG00000161011,ortholog_one2one
ENSMUSG00000090698,ENSG00000178878,ortholog_one2one
ENSMUSG00000031906,ENSG00000103056,ortholog_one2one
ENSMUSG00000009585,ENSG00000100298,ortholog_one2one
ENSMUSG00000048582,ENSG00000121743,ortholog_one2one
ENSMUSG00000032997,ENSG00000123989,ortholog_one2one
ENSMUSG00000094904,,
ENSMUSG00000072479,ENSG00000139351,ortholog_one2many
ENSMUSG00000095413,,
ENSMUSG00000027245,ENSG00000242028,ortholog_one2one
ENSMUSG00000047604,ENSG00000181274,ortholog_one2one
ENSMUSG00000032523,ENSG00000010282,ortholog_one2one
ENSMUSG00000041420,ENSG00000105419,ortholog_one2one
ENSMUSG00000019785,ENSG00000146352,ortholog_one2one
ENSMUSG00000038712,ENSG00000143409,ortholog_one2one
ENSMUSG00000028882,ENSG00000117751,ortholog_one2one
ENSMUSG00000025531,ENSG00000188419,ortholog_one2one
ENSMUSG00000034211,ENSG00000239789,ortholog_one2many
ENSMUSG00000034211,ENSG00000249773,ortholog_one2many
ENSMUSG00000028560,ENSG00000162607,ortholog_one2one
ENSMUSG00000050315,ENSG00000172403,ortholog_one2one
ENSMUSG00000049583,ENSG00000168959,ortholog_one2one
ENSMUSG00000071540,ENSG00000177354,ortholog_one2one
ENSMUSG00000035049,ENSG00000052749,ortholog_one2one
ENSMUSG00000030204,ENSG00000213782,ortholog_one2one
ENSMUSG00000041707,ENSG00000204161,ortholog_one2one
ENSMUSG00000078127,ENSG00000172538,ortholog_one2one
ENSMUSG00000021303,ENSG00000168243,ortholog_one2one
ENSMUSG00000032667,ENSG00000105854,ortholog_one2one
ENSMUSG00000020953,ENSG00000100473,ortholog_one2one
ENSMUSG00000022650,ENSG00000163515,ortholog_one2many
ENSMUSG00000050666,ENSG00000165633,ortholog_one2one
ENSMUSG00000030560,ENSG00000109861,ortholog_one2one
ENSMUSG00000095655,,
ENSMUSG00000039242,ENSG00000162885,ortholog_one2one
ENSMUSG00000061100,ENSG00000163515,ortholog_one2many
ENSMUSG00000024414,ENSG00000108826,ortholog_one2one
ENSMUSG00000031907,ENSG00000184939,ortholog_one2one
ENSMUSG00000046352,ENSG00000165474,ortholog_one2one
ENSMUSG00000095662,,
ENSMUSG00000054069,,
ENSMUSG00000079235,ENSG00000244607,ortholog_one2one
ENSMUSG00000028879,ENSG00000117758,ortholog_one2one
ENSMUSG00000024773,ENSG00000110046,ortholog_one2one
ENSMUSG00000017914,,
ENSMUSG00000022651,ENSG00000163515,ortholog_one2many
ENSMUSG00000030559,ENSG00000123892,ortholog_one2one
ENSMUSG00000039168,ENSG00000112977,ortholog_one2one
ENSMUSG00000095810,,
ENSMUSG00000033963,ENSG00000163705,ortholog_one2one
ENSMUSG00000090298,,
ENSMUSG00000029432,ENSG00000146729,ortholog_one2one
ENSMUSG00000020954,ENSG00000196792,ortholog_one2one
ENSMUSG00000033940,ENSG00000254999,ortholog_one2one
ENSMUSG00000061048,ENSG00000062038,ortholog_one2one
ENSMUSG00000069668,,
ENSMUSG00000026882,,
ENSMUSG00000027273,ENSG00000132639,ortholog_one2one
ENSMUSG00000048222,ENSG00000140259,ortholog_one2many
ENSMUSG00000015312,ENSG00000099860,ortholog_one2one
ENSMUSG00000023942,ENSG00000112759,ortholog_one2one
ENSMUSG00000038412,ENSG00000181061,ortholog_one2many
ENSMUSG00000004085,ENSG00000091436,ortholog_one2one
ENSMUSG00000039428,ENSG00000166575,ortholog_one2one
ENSMUSG00000031373,ENSG00000169239,ortholog_one2one
ENSMUSG00000060019,ENSG00000137818,ortholog_one2many
ENSMUSG00000033933,ENSG00000134086,ortholog_one2many
ENSMUSG00000033933,ENSG00000189030,ortholog_one2many
ENSMUSG00000039552,ENSG00000111834,ortholog_one2one
ENSMUSG00000020868,ENSG00000015532,ortholog_one2one
ENSMUSG00000089840,,
ENSMUSG00000017631,ENSG00000159842,ortholog_one2one
ENSMUSG00000036850,ENSG00000182154,ortholog_one2many
ENSMUSG00000044534,ENSG00000144648,ortholog_one2one
ENSMUSG00000040055,ENSG00000121742,ortholog_one2one
ENSMUSG00000048240,ENSG00000176533,ortholog_one2one
ENSMUSG00000032292,,
ENSMUSG00000028878,ENSG00000009780,ortholog_one2one
ENSMUSG00000039531,ENSG00000153975,ortholog_one2one
ENSMUSG00000050445,ENSG00000180432,ortholog_one2one
ENSMUSG00000073234,,
ENSMUSG00000051977,ENSG00000164256,ortholog_one2one
ENSMUSG00000000303,ENSG00000039068,ortholog_one2one
ENSMUSG00000034247,ENSG00000225190,ortholog_one2one
ENSMUSG00000064061,ENSG00000198919,ortholog_one2one
ENSMUSG00000055416,ENSG00000035141,ortholog_one2many
ENSMUSG00000043773,,
ENSMUSG00000036620,ENSG00000161013,ortholog_one2one
ENSMUSG00000026211,ENSG00000124006,ortholog_one2one
ENSMUSG00000079421,,
ENSMUSG00000049791,ENSG00000174804,ortholog_one2one
ENSMUSG00000038233,ENSG00000144649,ortholog_one2one
ENSMUSG00000020955,ENSG00000100478,ortholog_one2one
ENSMUSG00000022237,ENSG00000164236,ortholog_one2one
ENSMUSG00000039405,ENSG00000150687,ortholog_one2one
ENSMUSG00000092071,,
ENSMUSG00000043670,ENSG00000176490,ortholog_one2one
ENSMUSG00000040749,ENSG00000196470,ortholog_one2many
ENSMUSG00000029446,ENSG00000146733,ortholog_one2one
ENSMUSG00000066235,ENSG00000144647,ortholog_one2one
ENSMUSG00000022236,ENSG00000145491,ortholog_one2one
ENSMUSG00000030621,ENSG00000151376,ortholog_one2one
ENSMUSG00000079566,ENSG00000147059,ortholog_many2many
ENSMUSG00000039234,ENSG00000150961,ortholog_one2one
ENSMUSG00000040473,ENSG00000105792,ortholog_one2one
ENSMUSG00000046822,ENSG00000141873,ortholog_one2one
ENSMUSG00000028874,ENSG00000000938,ortholog_one2one
ENSMUSG00000000326,ENSG00000093010,ortholog_one2one
ENSMUSG00000073125,ENSG00000139351,ortholog_one2many
ENSMUSG00000095445,,
ENSMUSG00000042607,ENSG00000005981,ortholog_one2one
ENSMUSG00000069038,,
ENSMUSG00000020377,ENSG00000213316,ortholog_one2one
ENSMUSG00000019577,ENSG00000004799,ortholog_one2one
ENSMUSG00000039391,ENSG00000149201,ortholog_one2one
ENSMUSG00000051703,ENSG00000188760,ortholog_one2one
ENSMUSG00000006019,ENSG00000134815,ortholog_one2one
ENSMUSG00000036833,ENSG00000130653,ortholog_one2one
ENSMUSG00000039834,ENSG00000198026,ortholog_one2one
ENSMUSG00000025592,ENSG00000126733,ortholog_one2one
ENSMUSG00000050567,ENSG00000161021,ortholog_one2one
ENSMUSG00000067768,ENSG00000139351,ortholog_one2many
ENSMUSG00000036196,ENSG00000112053,ortholog_one2one
ENSMUSG00000032968,ENSG00000123999,ortholog_one2one
ENSMUSG00000051506,ENSG00000128815,ortholog_one2one
ENSMUSG00000035247,ENSG00000092148,ortholog_one2one
ENSMUSG00000038145,ENSG00000163788,ortholog_one2one
ENSMUSG00000062797,ENSG00000149196,ortholog_one2one
ENSMUSG00000028114,ENSG00000145388,ortholog_one2one
ENSMUSG00000035778,,
ENSMUSG00000074361,ENSG00000134830,ortholog_one2one
ENSMUSG00000021947,ENSG00000165475,ortholog_one2one
ENSMUSG00000032289,ENSG00000187720,ortholog_one2one
ENSMUSG00000078317,ENSG00000198444,ortholog_one2many
ENSMUSG00000078317,ENSG00000185990,ortholog_one2many
ENSMUSG00000078317,ENSG00000197932,ortholog_one2many
ENSMUSG00000039100,ENSG00000145495,ortholog_one2one
ENSMUSG00000049130,ENSG00000197405,ortholog_one2one
ENSMUSG00000067365,ENSG00000132406,ortholog_one2one
ENSMUSG00000037692,ENSG00000126705,ortholog_one2one
ENSMUSG00000030619,ENSG00000074266,ortholog_one2one
ENSMUSG00000091811,ENSG00000257704,ortholog_one2one
ENSMUSG00000037949,ENSG00000160746,ortholog_one2one
ENSMUSG00000040040,ENSG00000032742,ortholog_one2one
ENSMUSG00000031362,ENSG00000139351,ortholog_one2many
ENSMUSG00000028556,ENSG00000116641,ortholog_one2one
ENSMUSG00000053411,ENSG00000100307,ortholog_one2one
ENSMUSG00000056008,,
ENSMUSG00000024073,ENSG00000115760,ortholog_one2one
ENSMUSG00000051596,ENSG00000163982,ortholog_one2one
ENSMUSG00000020870,,
ENSMUSG00000097585,,
ENSMUSG00000039358,ENSG00000169676,ortholog_one2one
ENSMUSG00000058147,ENSG00000139351,ortholog_one2many
ENSMUSG00000029447,ENSG00000146731,ortholog_one2one
ENSMUSG00000075704,ENSG00000184470,ortholog_one2one
ENSMUSG00000075610,ENSG00000167105,ortholog_one2one
ENSMUSG00000044243,ENSG00000205899,ortholog_one2one
ENSMUSG00000026213,ENSG00000144589,ortholog_one2one
ENSMUSG00000028868,ENSG00000158195,ortholog_one2one
ENSMUSG00000039361,ENSG00000073921,ortholog_one2one
ENSMUSG00000032540,ENSG00000011198,ortholog_one2one
ENSMUSG00000067764,ENSG00000139351,ortholog_one2many
ENSMUSG00000009470,ENSG00000083312,ortholog_one2one
ENSMUSG00000060477,ENSG00000134070,ortholog_one2one
ENSMUSG00000029757,ENSG00000158560,ortholog_one2one
ENSMUSG00000025538,ENSG00000129103,ortholog_one2one
ENSMUSG00000041375,ENSG00000105321,ortholog_one2one
ENSMUSG00000046275,ENSG00000184811,ortholog_one2one
ENSMUSG00000022235,ENSG00000164237,ortholog_one2one
ENSMUSG00000078632,ENSG00000238083,ortholog_many2many
ENSMUSG00000078632,ENSG00000176681,ortholog_many2many
ENSMUSG00000078632,ENSG00000176809,ortholog_many2many
ENSMUSG00000078632,ENSG00000185158,ortholog_many2many
ENSMUSG00000040363,ENSG00000183337,ortholog_one2one
ENSMUSG00000096192,ENSG00000160685,ortholog_one2many
ENSMUSG00000010392,ENSG00000108587,ortholog_one2one
ENSMUSG00000015401,ENSG00000147003,ortholog_one2one
ENSMUSG00000049649,ENSG00000181773,ortholog_one2one
ENSMUSG00000005107,ENSG00000109667,ortholog_one2one
ENSMUSG00000028865,ENSG00000174950,ortholog_one2one
ENSMUSG00000039233,ENSG00000116957,ortholog_one2one
ENSMUSG00000025537,ENSG00000164776,ortholog_one2one
ENSMUSG00000053436,ENSG00000112062,ortholog_one2one
ENSMUSG00000068479,ENSG00000140259,ortholog_one2many
ENSMUSG00000094985,ENSG00000173769,ortholog_one2one
ENSMUSG00000031365,ENSG00000063587,ortholog_one2one
ENSMUSG00000002083,,
ENSMUSG00000001506,ENSG00000108821,ortholog_one2one
ENSMUSG00000020368,ENSG00000127022,ortholog_one2one
ENSMUSG00000028862,ENSG00000142733,ortholog_one2one
ENSMUSG00000034239,ENSG00000238083,ortholog_many2many
ENSMUSG00000034239,ENSG00000176681,ortholog_many2many
ENSMUSG00000034239,ENSG00000176809,ortholog_many2many
ENSMUSG00000034239,ENSG00000185158,ortholog_many2many
ENSMUSG00000004937,ENSG00000104969,ortholog_one2one
ENSMUSG00000052833,ENSG00000142230,ortholog_one2one
ENSMUSG00000090666,,
ENSMUSG00000046603,ENSG00000179152,ortholog_one2one
ENSMUSG00000040521,ENSG00000123297,ortholog_one2one
ENSMUSG00000031374,ENSG00000189420,ortholog_one2one
ENSMUSG00000041949,ENSG00000103047,ortholog_one2one
ENSMUSG00000019782,ENSG00000111832,ortholog_one2one
ENSMUSG00000030617,ENSG00000150676,ortholog_one2one
ENSMUSG00000011752,ENSG00000171314,ortholog_one2many
ENSMUSG00000011752,ENSG00000226784,ortholog_one2many
ENSMUSG00000017737,ENSG00000100985,ortholog_one2one
ENSMUSG00000031372,ENSG00000183479,ortholog_one2one
ENSMUSG00000027242,ENSG00000092470,ortholog_one2one
ENSMUSG00000028940,ENSG00000069812,ortholog_one2one
ENSMUSG00000034321,ENSG00000171311,ortholog_one2one
ENSMUSG00000004929,ENSG00000172009,ortholog_one2one
ENSMUSG00000027978,ENSG00000164099,ortholog_one2one
ENSMUSG00000024772,ENSG00000110047,ortholog_one2one
ENSMUSG00000046733,ENSG00000013588,ortholog_one2one
ENSMUSG00000090077,ENSG00000203896,ortholog_one2many
ENSMUSG00000090077,ENSG00000273047,ortholog_one2many
ENSMUSG00000031371,ENSG00000213397,ortholog_one2one
ENSMUSG00000080115,ENSG00000123427,ortholog_one2one
ENSMUSG00000059273,ENSG00000130749,ortholog_one2one
ENSMUSG00000025157,ENSG00000171307,ortholog_one2one
ENSMUSG00000047036,ENSG00000185219,ortholog_one2one
ENSMUSG00000095920,ENSG00000187145,ortholog_one2many
ENSMUSG00000031910,ENSG00000103044,ortholog_one2one
ENSMUSG00000015405,ENSG00000130234,ortholog_one2one
ENSMUSG00000019158,ENSG00000130748,ortholog_one2one
ENSMUSG00000006576,ENSG00000114923,ortholog_one2one
ENSMUSG00000027274,ENSG00000125863,ortholog_one2one
ENSMUSG00000063488,ENSG00000178917,ortholog_one2many
ENSMUSG00000063488,ENSG00000196345,ortholog_one2many
ENSMUSG00000028937,ENSG00000097021,ortholog_one2one
ENSMUSG00000005103,ENSG00000071127,ortholog_one2one
ENSMUSG00000061906,ENSG00000196620,ortholog_many2many
ENSMUSG00000028860,ENSG00000142765,ortholog_one2one
ENSMUSG00000001988,ENSG00000130751,ortholog_one2one
ENSMUSG00000024769,ENSG00000171219,ortholog_one2one
ENSMUSG00000030205,ENSG00000111291,ortholog_one2one
ENSMUSG00000046691,ENSG00000168802,ortholog_one2one
ENSMUSG00000057895,ENSG00000169981,ortholog_one2one
ENSMUSG00000020841,ENSG00000108582,ortholog_one2one
ENSMUSG00000029268,ENSG00000270386,ortholog_one2many
ENSMUSG00000029268,ENSG00000173610,ortholog_one2many
ENSMUSG00000071340,ENSG00000173626,ortholog_one2one
ENSMUSG00000042770,ENSG00000013583,ortholog_one2one
ENSMUSG00000030616,ENSG00000137501,ortholog_one2one
ENSMUSG00000039508,ENSG00000164451,ortholog_one2one
ENSMUSG00000032551,ENSG00000163807,ortholog_one2one
ENSMUSG00000049872,ENSG00000178033,ortholog_one2one
ENSMUSG00000020945,ENSG00000161572,ortholog_one2one
ENSMUSG00000027977,ENSG00000164100,ortholog_one2one
ENSMUSG00000046031,ENSG00000188820,ortholog_one2one
ENSMUSG00000017740,ENSG00000124140,ortholog_one2one
ENSMUSG00000025597,ENSG00000102271,ortholog_one2one
ENSMUSG00000041438,ENSG00000141076,ortholog_one2one
ENSMUSG00000039497,ENSG00000111817,ortholog_one2one
ENSMUSG00000028857,ENSG00000186501,ortholog_one2one
ENSMUSG00000023852,ENSG00000153922,ortholog_one2one
ENSMUSG00000050087,ENSG00000204659,ortholog_one2one
ENSMUSG00000030207,ENSG00000084444,ortholog_one2one
ENSMUSG00000047514,ENSG00000189241,ortholog_one2one
ENSMUSG00000027583,ENSG00000130584,ortholog_one2one
ENSMUSG00000044362,ENSG00000179071,ortholog_one2one
ENSMUSG00000041308,ENSG00000168807,ortholog_one2one
ENSMUSG00000035181,ENSG00000129493,ortholog_one2one
ENSMUSG00000036768,ENSG00000163808,ortholog_one2one
ENSMUSG00000058230,ENSG00000160007,ortholog_one2one
ENSMUSG00000047766,ENSG00000137821,ortholog_one2one
ENSMUSG00000051451,ENSG00000137504,ortholog_one2one
ENSMUSG00000031375,ENSG00000182492,ortholog_one2one
ENSMUSG00000006732,ENSG00000037897,ortholog_one2one
ENSMUSG00000026235,ENSG00000116106,ortholog_one2one
ENSMUSG00000037643,ENSG00000163558,ortholog_one2one
ENSMUSG00000078795,,
ENSMUSG00000029269,ENSG00000173597,ortholog_one2one
ENSMUSG00000031913,ENSG00000260914,ortholog_one2many
ENSMUSG00000031913,ENSG00000132612,ortholog_one2many
ENSMUSG00000030615,ENSG00000171202,ortholog_one2one
ENSMUSG00000022234,ENSG00000150753,ortholog_one2one
ENSMUSG00000066233,ENSG00000169964,ortholog_one2one
ENSMUSG00000007209,ENSG00000243137,ortholog_many2many
ENSMUSG00000007850,ENSG00000169045,ortholog_one2one
ENSMUSG00000037622,ENSG00000142784,ortholog_one2one
ENSMUSG00000030614,ENSG00000171204,ortholog_one2one
ENSMUSG00000008036,ENSG00000042753,ortholog_one2one
ENSMUSG00000055882,ENSG00000183260,ortholog_one2one
ENSMUSG00000046215,ENSG00000179673,ortholog_one2one
ENSMUSG00000027281,ENSG00000149346,ortholog_one2one
ENSMUSG00000078931,ENSG00000258429,ortholog_one2one
ENSMUSG00000055612,ENSG00000144354,ortholog_one2one
ENSMUSG00000029273,,
ENSMUSG00000020946,ENSG00000108433,ortholog_one2many
ENSMUSG00000020946,ENSG00000262633,ortholog_one2many
ENSMUSG00000025787,ENSG00000163810,ortholog_one2one
ENSMUSG00000050435,,
ENSMUSG00000020839,ENSG00000182271,ortholog_one2one
ENSMUSG00000047079,,
ENSMUSG00000031916,ENSG00000213380,ortholog_one2one
ENSMUSG00000000489,ENSG00000100311,ortholog_one2one
ENSMUSG00000072995,ENSG00000147183,ortholog_one2one
ENSMUSG00000060036,ENSG00000100316,ortholog_one2one
ENSMUSG00000001918,ENSG00000105281,ortholog_one2one
ENSMUSG00000025159,ENSG00000155229,ortholog_one2one
ENSMUSG00000031917,ENSG00000132603,ortholog_one2one
ENSMUSG00000070493,ENSG00000106153,ortholog_one2one
ENSMUSG00000039065,ENSG00000150756,ortholog_one2one
ENSMUSG00000039480,ENSG00000178425,ortholog_one2one
ENSMUSG00000031919,ENSG00000259900,ortholog_one2many
ENSMUSG00000031919,ENSG00000157315,ortholog_one2many
ENSMUSG00000004872,ENSG00000135903,ortholog_one2one
ENSMUSG00000006724,ENSG00000111012,ortholog_one2one
ENSMUSG00000022415,ENSG00000100321,ortholog_one2one
ENSMUSG00000082482,ENSG00000198082,ortholog_many2many
ENSMUSG00000082482,ENSG00000198307,ortholog_many2many
ENSMUSG00000082482,ENSG00000185978,ortholog_many2many
ENSMUSG00000067441,ENSG00000198082,ortholog_many2many
ENSMUSG00000067441,ENSG00000198307,ortholog_many2many
ENSMUSG00000067441,ENSG00000185978,ortholog_many2many
ENSMUSG00000028854,ENSG00000090020,ortholog_one2one
